snapshot_date,sku,product_name,category,warehouse,current_stock_kg,avg_daily_sales,days_no_movement,last_sale_date,lead_time_days,safety_stock,reorder_point,ideal_stock,needs_reorder,unit_cost_inr,total_value_inr,monthly_holding_cost,aging_bucket,is_dead_stock,health_score,supplier
2022-07-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,779.33,30.05,17,2022-06-14,5,391,541,757,0,112.0,87284.96,1571.13,0-30 days,0,86.8,Gujarat Agro Seeds Pvt Ltd
2022-07-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,350.76,11.88,14,2022-06-17,6,166,237,332,0,145.0,50860.2,915.48,0-30 days,0,94.0,Kathiawar Peanut Processors
2022-07-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,760.6,26.99,4,2022-06-27,5,351,486,680,0,129.0,98117.4,1766.11,0-30 days,0,92.8,Shakti Packaging Industries
2022-07-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,43.19,1.0,7,2022-06-24,10,18,28,35,0,4120.0,177942.8,3202.97,0-30 days,0,96.7,Industrial Chemicals Feedstock Co
2022-07-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,26.76,1.0,14,2022-06-17,7,15,22,28,0,530.0,14182.8,255.29,0-30 days,0,92.1,Rajkot Agro Milling Associates
2022-07-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,187.16,6.94,10,2022-06-21,5,90,125,175,0,119.0,22272.04,400.9,0-30 days,0,97.1,Healthy Bran Oils Pvt Ltd
2022-08-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,2497.64,101.4,16,2022-07-16,5,1217,1724,2414,0,112.0,279735.68,5035.24,0-30 days,0,94.5,Gujarat Agro Seeds Pvt Ltd
2022-08-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,746.47,30.64,12,2022-07-20,6,398,582,815,0,145.0,108238.15,1948.29,0-30 days,0,93.4,Kathiawar Peanut Processors
2022-08-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,688.41,30.54,11,2022-07-21,5,366,519,727,0,129.0,88804.89,1598.49,0-30 days,0,97.9,Shakti Packaging Industries
2022-08-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,121.17,2.96,12,2022-07-20,10,50,80,100,0,4120.0,499220.4,8985.97,0-30 days,0,95.5,Industrial Chemicals Feedstock Co
2022-08-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,84.3,2.84,7,2022-07-25,7,40,60,75,0,530.0,44679.0,804.22,0-30 days,0,97.6,Rajkot Agro Milling Associates
2022-08-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,454.91,21.62,3,2022-07-29,5,259,367,514,0,119.0,54134.29,974.42,0-30 days,0,96.2,Healthy Bran Oils Pvt Ltd
2022-08-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1230.35,47.32,17,2022-07-15,5,710,947,1326,0,112.0,137799.2,2480.39,0-30 days,0,89.4,Gujarat Agro Seeds Pvt Ltd
2022-08-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,333.15,12.25,3,2022-07-29,6,196,270,378,0,145.0,48306.75,869.52,0-30 days,0,98.0,Kathiawar Peanut Processors
2022-08-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,444.38,16.66,11,2022-07-21,5,250,333,466,0,129.0,57325.02,1031.85,0-30 days,0,98.0,Shakti Packaging Industries
2022-08-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,45.02,1.0,24,2022-07-08,10,20,30,38,0,4120.0,185482.4,3338.68,0-30 days,0,85.6,Industrial Chemicals Feedstock Co
2022-08-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,125.21,3.93,9,2022-07-23,7,67,95,119,0,530.0,66361.3,1194.5,0-30 days,0,91.1,Rajkot Agro Milling Associates
2022-08-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,230.36,8.32,15,2022-07-17,5,125,167,234,0,119.0,27412.84,493.43,0-30 days,0,93.9,Healthy Bran Oils Pvt Ltd
2022-08-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,754.98,29.74,4,2022-07-28,5,387,536,750,0,112.0,84557.76,1522.04,0-30 days,0,97.0,Gujarat Agro Seeds Pvt Ltd
2022-08-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,304.53,10.94,9,2022-07-23,6,153,219,307,0,145.0,44156.85,794.82,0-30 days,0,96.7,Kathiawar Peanut Processors
2022-08-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,672.14,24.99,11,2022-07-21,5,325,450,630,0,129.0,86706.06,1560.71,0-30 days,0,81.6,Shakti Packaging Industries
2022-08-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,36.61,1.0,7,2022-07-25,10,18,28,35,0,4120.0,150833.2,2715.0,0-30 days,0,97.4,Industrial Chemicals Feedstock Co
2022-08-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,25.73,1.0,10,2022-07-22,7,15,22,28,0,530.0,13636.9,245.46,0-30 days,0,94.1,Rajkot Agro Milling Associates
2022-08-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,157.84,7.32,6,2022-07-26,5,95,132,185,0,119.0,18782.96,338.09,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2022-09-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,4044.57,111.15,8,2022-08-24,5,1334,1890,2646,0,112.0,452991.84,8153.85,0-30 days,0,94.5,Gujarat Agro Seeds Pvt Ltd
2022-09-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1137.08,31.73,3,2022-08-29,6,412,602,843,0,145.0,164876.6,2967.78,0-30 days,0,98.0,Kathiawar Peanut Processors
2022-09-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,882.62,34.06,10,2022-08-22,5,409,579,811,0,129.0,113857.98,2049.44,0-30 days,0,91.0,Shakti Packaging Industries
2022-09-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,133.52,3.28,19,2022-08-13,10,56,89,111,0,4120.0,550102.4,9901.84,0-30 days,0,90.8,Industrial Chemicals Feedstock Co
2022-09-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,93.8,3.12,8,2022-08-24,7,44,66,82,0,530.0,49714.0,894.85,0-30 days,0,93.7,Rajkot Agro Milling Associates
2022-09-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,811.15,21.8,3,2022-08-29,5,262,371,519,0,119.0,96526.85,1737.48,0-30 days,0,94.5,Healthy Bran Oils Pvt Ltd
2022-09-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1789.32,51.87,2,2022-08-30,5,778,1037,1452,0,112.0,200403.84,3607.27,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2022-09-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,542.74,12.69,4,2022-08-28,6,203,279,391,0,145.0,78697.3,1416.55,0-30 days,0,98.0,Kathiawar Peanut Processors
2022-09-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,462.75,18.58,7,2022-08-25,5,279,372,521,0,129.0,59694.75,1074.51,0-30 days,0,93.3,Shakti Packaging Industries
2022-09-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,43.71,1.0,16,2022-08-16,10,20,30,38,0,4120.0,180085.2,3241.53,0-30 days,0,94.7,Industrial Chemicals Feedstock Co
2022-09-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,122.67,4.32,4,2022-08-28,7,73,103,129,0,530.0,65015.1,1170.27,0-30 days,0,95.3,Rajkot Agro Milling Associates
2022-09-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,312.0,8.38,10,2022-08-22,5,126,168,235,0,119.0,37128.0,668.3,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2022-09-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,1066.95,32.6,5,2022-08-27,5,424,587,822,0,112.0,119498.4,2150.97,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2022-09-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,503.71,11.33,12,2022-08-20,6,159,227,318,0,145.0,73037.95,1314.68,0-30 days,0,90.5,Kathiawar Peanut Processors
2022-09-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,697.03,27.87,3,2022-08-29,5,362,501,701,0,129.0,89916.87,1618.5,0-30 days,0,86.8,Shakti Packaging Industries
2022-09-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,39.32,1.0,24,2022-08-08,10,18,28,35,0,4120.0,161998.4,2915.97,0-30 days,0,87.4,Industrial Chemicals Feedstock Co
2022-09-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,29.81,1.0,3,2022-08-29,7,15,22,28,0,530.0,15799.3,284.39,0-30 days,0,94.2,Rajkot Agro Milling Associates
2022-09-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,286.44,7.38,16,2022-08-16,5,96,133,186,0,119.0,34086.36,613.55,0-30 days,0,89.5,Healthy Bran Oils Pvt Ltd
2022-10-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,4719.33,132.48,3,2022-09-28,5,1590,2252,3153,0,112.0,528564.96,9514.17,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2022-10-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1488.95,40.18,11,2022-09-20,6,522,763,1068,0,145.0,215897.75,3886.16,0-30 days,0,92.6,Kathiawar Peanut Processors
2022-10-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,1052.97,40.85,2,2022-09-29,5,490,694,972,0,129.0,135833.13,2445.0,0-30 days,0,98.0,Shakti Packaging Industries
2022-10-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,141.85,3.89,20,2022-09-11,10,66,105,131,0,4120.0,584422.0,10519.6,0-30 days,0,90.3,Industrial Chemicals Feedstock Co
2022-10-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,104.75,3.68,8,2022-09-23,7,52,78,98,0,530.0,55517.5,999.31,0-30 days,0,91.5,Rajkot Agro Milling Associates
2022-10-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,818.29,26.63,5,2022-09-26,5,320,453,634,0,119.0,97376.51,1752.78,0-30 days,0,96.2,Healthy Bran Oils Pvt Ltd
2022-10-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,2484.39,61.82,5,2022-09-26,5,927,1236,1730,0,112.0,278251.68,5008.53,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2022-10-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,654.29,16.07,12,2022-09-19,6,257,353,494,0,145.0,94872.05,1707.7,0-30 days,0,98.0,Kathiawar Peanut Processors
2022-10-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,565.26,22.28,11,2022-09-20,5,334,445,623,0,129.0,72918.54,1312.53,0-30 days,0,93.9,Shakti Packaging Industries
2022-10-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,45.77,1.0,24,2022-09-07,10,20,30,38,0,4120.0,188572.4,3394.3,0-30 days,0,92.9,Industrial Chemicals Feedstock Co
2022-10-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,148.74,5.1,15,2022-09-16,7,87,123,154,0,530.0,78832.2,1418.98,0-30 days,0,97.0,Rajkot Agro Milling Associates
2022-10-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,414.38,10.24,13,2022-09-18,5,154,205,287,0,119.0,49311.22,887.6,0-30 days,0,90.5,Healthy Bran Oils Pvt Ltd
2022-10-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,1246.21,38.86,11,2022-09-20,5,505,699,979,0,112.0,139575.52,2512.36,0-30 days,0,95.8,Gujarat Agro Seeds Pvt Ltd
2022-10-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,562.74,14.35,3,2022-09-28,6,201,287,402,0,145.0,81597.3,1468.75,0-30 days,0,96.6,Kathiawar Peanut Processors
2022-10-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,719.41,33.42,12,2022-09-19,5,434,601,841,0,129.0,92803.89,1670.47,0-30 days,0,83.8,Shakti Packaging Industries
2022-10-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,41.28,1.0,23,2022-09-08,10,18,28,35,0,4120.0,170073.6,3061.32,0-30 days,0,86.6,Industrial Chemicals Feedstock Co
2022-10-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,25.24,1.0,4,2022-09-27,7,15,22,28,0,530.0,13377.2,240.79,0-30 days,0,98.0,Rajkot Agro Milling Associates
2022-10-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,364.45,9.01,3,2022-09-28,5,117,162,227,0,119.0,43369.55,780.65,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2022-11-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,3109.1,124.85,8,2022-10-24,5,1498,2122,2971,0,112.0,348219.2,6267.95,0-30 days,0,93.8,Gujarat Agro Seeds Pvt Ltd
2022-11-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,859.41,36.63,17,2022-10-15,6,476,696,974,0,145.0,124614.45,2243.06,0-30 days,0,89.1,Kathiawar Peanut Processors
2022-11-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,1009.18,38.15,10,2022-10-22,5,458,649,909,0,129.0,130184.22,2343.32,0-30 days,0,92.3,Shakti Packaging Industries
2022-11-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,145.39,3.79,16,2022-10-16,10,64,102,128,0,4120.0,599006.8,10782.12,0-30 days,0,96.7,Industrial Chemicals Feedstock Co
2022-11-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,114.15,3.97,6,2022-10-26,7,56,84,105,0,530.0,60499.5,1088.99,0-30 days,0,93.3,Rajkot Agro Milling Associates
2022-11-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,607.48,26.35,12,2022-10-20,5,316,448,627,0,119.0,72290.12,1301.22,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2022-11-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1584.1,58.26,7,2022-10-25,5,874,1165,1631,0,112.0,177419.2,3193.55,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2022-11-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,478.54,14.65,14,2022-10-18,6,234,322,451,0,145.0,69388.3,1248.99,0-30 days,0,94.4,Kathiawar Peanut Processors
2022-11-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,590.93,20.81,7,2022-10-25,5,312,416,582,0,129.0,76229.97,1372.14,0-30 days,0,98.0,Shakti Packaging Industries
2022-11-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,38.69,1.0,19,2022-10-13,10,20,30,38,0,4120.0,159402.8,2869.25,0-30 days,0,90.8,Industrial Chemicals Feedstock Co
2022-11-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,149.08,5.49,14,2022-10-18,7,93,131,164,0,530.0,79012.4,1422.22,0-30 days,0,97.0,Rajkot Agro Milling Associates
2022-11-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,309.14,10.13,17,2022-10-15,5,152,203,284,0,119.0,36787.66,662.18,0-30 days,0,88.3,Healthy Bran Oils Pvt Ltd
2022-11-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,1025.43,36.62,11,2022-10-21,5,476,659,923,0,112.0,114848.16,2067.27,0-30 days,0,90.8,Gujarat Agro Seeds Pvt Ltd
2022-11-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,396.02,13.08,15,2022-10-17,6,183,261,365,0,145.0,57422.9,1033.61,0-30 days,0,97.1,Kathiawar Peanut Processors
2022-11-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,784.97,31.22,3,2022-10-29,5,406,562,787,0,129.0,101261.13,1822.7,0-30 days,0,90.7,Shakti Packaging Industries
2022-11-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,33.78,1.0,19,2022-10-13,10,18,28,35,0,4120.0,139173.6,2505.12,0-30 days,0,85.7,Industrial Chemicals Feedstock Co
2022-11-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,29.56,1.0,16,2022-10-16,7,15,22,28,0,530.0,15666.8,282.0,0-30 days,0,91.4,Rajkot Agro Milling Associates
2022-11-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,233.06,8.92,12,2022-10-20,5,116,161,225,0,119.0,27734.14,499.21,0-30 days,0,95.5,Healthy Bran Oils Pvt Ltd
2022-12-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,2996.72,126.42,11,2022-11-20,5,1517,2149,3009,0,112.0,335632.64,6041.39,0-30 days,0,92.5,Gujarat Agro Seeds Pvt Ltd
2022-12-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1128.53,37.78,13,2022-11-18,6,491,718,1005,0,145.0,163636.85,2945.46,0-30 days,0,98.0,Kathiawar Peanut Processors
2022-12-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,1018.9,40.06,2,2022-11-29,5,481,681,953,0,129.0,131438.1,2365.89,0-30 days,0,94.4,Shakti Packaging Industries
2022-12-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,122.78,3.87,19,2022-11-12,10,66,105,131,0,4120.0,505853.6,9105.36,0-30 days,0,87.0,Industrial Chemicals Feedstock Co
2022-12-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,92.63,3.86,4,2022-11-27,7,54,81,101,0,530.0,49093.9,883.69,0-30 days,0,96.4,Rajkot Agro Milling Associates
2022-12-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,601.29,28.21,13,2022-11-18,5,339,480,672,0,119.0,71553.51,1287.96,0-30 days,0,90.9,Healthy Bran Oils Pvt Ltd
2022-12-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1570.14,59.0,14,2022-11-17,5,885,1180,1652,0,112.0,175855.68,3165.4,0-30 days,0,91.3,Gujarat Agro Seeds Pvt Ltd
2022-12-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,518.2,15.11,16,2022-11-15,6,242,333,466,0,145.0,75139.0,1352.5,0-30 days,0,90.9,Kathiawar Peanut Processors
2022-12-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,542.28,21.85,6,2022-11-25,5,328,437,612,0,129.0,69954.12,1259.17,0-30 days,0,94.3,Shakti Packaging Industries
2022-12-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,45.03,1.0,20,2022-11-11,10,20,30,38,0,4120.0,185523.6,3339.42,0-30 days,0,90.8,Industrial Chemicals Feedstock Co
2022-12-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,163.71,5.34,17,2022-11-14,7,91,128,160,0,530.0,86766.3,1561.79,0-30 days,0,87.2,Rajkot Agro Milling Associates
2022-12-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,258.66,10.85,7,2022-11-24,5,163,217,304,0,119.0,30780.54,554.05,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2022-12-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,899.61,37.08,6,2022-11-25,5,482,667,934,0,112.0,100756.32,1813.61,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2022-12-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,370.66,13.49,15,2022-11-16,6,189,270,378,0,145.0,53745.7,967.42,0-30 days,0,97.0,Kathiawar Peanut Processors
2022-12-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,777.78,32.78,10,2022-11-21,5,426,590,826,0,129.0,100333.62,1806.01,0-30 days,0,81.6,Shakti Packaging Industries
2022-12-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,41.51,1.0,11,2022-11-20,10,18,28,35,0,4120.0,171021.2,3078.38,0-30 days,0,89.7,Industrial Chemicals Feedstock Co
2022-12-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,29.95,1.0,13,2022-11-18,7,15,22,28,0,530.0,15873.5,285.72,0-30 days,0,92.2,Rajkot Agro Milling Associates
2022-12-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,245.54,9.55,11,2022-11-20,5,124,172,241,0,119.0,29219.26,525.95,0-30 days,0,92.6,Healthy Bran Oils Pvt Ltd
2023-01-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,3265.89,128.5,13,2022-12-19,5,1542,2184,3058,0,117.04,382239.77,6880.32,0-30 days,0,97.8,Gujarat Agro Seeds Pvt Ltd
2023-01-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1019.43,42.23,14,2022-12-18,6,549,802,1123,0,151.52,154464.03,2780.35,0-30 days,0,89.0,Kathiawar Peanut Processors
2023-01-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,916.36,40.44,4,2022-12-28,5,485,687,962,0,134.8,123525.33,2223.46,0-30 days,0,94.7,Shakti Packaging Industries
2023-01-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,174.71,4.11,14,2022-12-18,10,70,111,139,0,4305.4,752196.43,13539.54,0-30 days,0,95.6,Industrial Chemicals Feedstock Co
2023-01-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,91.69,3.49,12,2022-12-20,7,49,73,91,0,553.85,50782.51,914.09,0-30 days,0,91.0,Rajkot Agro Milling Associates
2023-01-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,666.31,27.73,6,2022-12-26,5,333,472,661,0,124.35,82855.65,1491.4,0-30 days,0,95.2,Healthy Bran Oils Pvt Ltd
2023-01-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1476.85,59.97,17,2022-12-15,5,900,1200,1680,0,117.04,172850.52,3111.31,0-30 days,0,92.0,Gujarat Agro Seeds Pvt Ltd
2023-01-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,582.72,16.89,12,2022-12-20,6,270,371,519,0,151.52,88293.73,1589.29,0-30 days,0,90.0,Kathiawar Peanut Processors
2023-01-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,552.71,22.06,7,2022-12-25,5,331,441,617,0,134.8,74505.31,1341.1,0-30 days,0,98.0,Shakti Packaging Industries
2023-01-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,40.69,1.0,6,2022-12-26,10,20,30,38,0,4305.4,175186.73,3153.36,0-30 days,0,95.3,Industrial Chemicals Feedstock Co
2023-01-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,138.91,4.83,6,2022-12-26,7,82,116,145,0,553.85,76935.3,1384.84,0-30 days,0,98.0,Rajkot Agro Milling Associates
2023-01-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,334.94,10.67,4,2022-12-28,5,160,213,298,0,124.35,41649.79,749.7,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2023-01-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,1035.27,37.69,13,2022-12-19,5,490,678,949,0,117.04,121168.0,2181.02,0-30 days,0,95.7,Gujarat Agro Seeds Pvt Ltd
2023-01-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,436.5,15.08,11,2022-12-21,6,211,301,421,0,151.52,66138.48,1190.49,0-30 days,0,93.6,Kathiawar Peanut Processors
2023-01-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,733.88,33.09,11,2022-12-21,5,430,595,833,0,134.8,98927.02,1780.69,0-30 days,0,81.3,Shakti Packaging Industries
2023-01-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,41.89,1.0,12,2022-12-20,10,18,28,35,0,4305.4,180353.21,3246.36,0-30 days,0,89.9,Industrial Chemicals Feedstock Co
2023-01-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,27.8,1.0,16,2022-12-16,7,15,22,28,0,553.85,15397.03,277.15,0-30 days,0,96.0,Rajkot Agro Milling Associates
2023-01-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,259.53,9.39,16,2022-12-16,5,122,169,237,0,124.35,32272.56,580.91,0-30 days,0,87.1,Healthy Bran Oils Pvt Ltd
2023-02-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,2710.63,110.45,8,2023-01-24,5,1325,1877,2628,0,117.04,317252.14,5710.54,0-30 days,0,95.8,Gujarat Agro Seeds Pvt Ltd
2023-02-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1027.05,36.49,10,2023-01-22,6,474,693,970,0,151.52,155618.62,2801.14,0-30 days,0,93.4,Kathiawar Peanut Processors
2023-02-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,827.7,34.82,15,2023-01-17,5,418,592,829,0,134.8,111573.96,2008.33,0-30 days,0,88.8,Shakti Packaging Industries
2023-02-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,135.61,3.49,13,2023-01-19,10,59,94,118,0,4305.4,583855.29,10509.4,0-30 days,0,90.1,Industrial Chemicals Feedstock Co
2023-02-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,87.91,3.42,9,2023-01-23,7,48,72,90,0,553.85,48688.95,876.4,0-30 days,0,94.5,Rajkot Agro Milling Associates
2023-02-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,490.76,22.86,2,2023-01-30,5,274,388,543,0,124.35,61026.01,1098.47,0-30 days,0,96.3,Healthy Bran Oils Pvt Ltd
2023-02-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1604.71,51.54,8,2023-01-24,5,773,1031,1443,0,117.04,187815.26,3380.67,0-30 days,0,94.3,Gujarat Agro Seeds Pvt Ltd
2023-02-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,491.16,14.6,3,2023-01-29,6,234,322,451,0,151.52,74420.56,1339.57,0-30 days,0,94.8,Kathiawar Peanut Processors
