Date,Product,Sales_INR,Quantity
2022-04-17,Tirupati Groundnut Oil,93187,62
2022-04-17,Tirupati Soybean Oil,186062,124
2022-04-17,Tirupati Mustard Oil,195014,130
2022-04-17,Olixir Olive Oil,497009,331
2022-04-17,Olixir Sesame Oil,56768,37
2022-04-17,Castor Oil,373320,248
2022-04-17,Refined Castor Oil,185538,123
2022-04-17,De Oiled Cake,102727,68
2022-04-18,Tirupati Cottonseed Oil,220029,146
2022-04-18,Tirupati Sunflower Oil,380677,253
2022-04-18,Tirupati Groundnut Oil,280713,187
2022-04-18,Tirupati Soybean Oil,432542,288
2022-04-18,Tirupati Mustard Oil,166015,110
2022-04-18,Olixir Olive Oil,297911,198
2022-04-18,Olixir Sesame Oil,103266,68
2022-04-18,Castor Oil,388386,258
2022-04-18,Refined Castor Oil,329006,219
2022-04-18,De Oiled Cake,158943,105
2022-04-19,Tirupati Cottonseed Oil,157479,104
2022-04-19,Tirupati Sunflower Oil,370120,246
2022-04-19,Tirupati Groundnut Oil,169609,113
2022-04-19,Tirupati Soybean Oil,125866,83
2022-04-19,Tirupati Mustard Oil,487734,325
2022-04-19,Olixir Olive Oil,213023,142
2022-04-19,Olixir Sesame Oil,183815,122
2022-04-19,Castor Oil,233255,155
2022-04-19,Refined Castor Oil,414489,276
2022-04-19,De Oiled Cake,52418,34
2022-04-20,Tirupati Cottonseed Oil,489517,326
2022-04-20,Tirupati Sunflower Oil,425487,283
2022-04-20,Tirupati Groundnut Oil,402222,268
2022-04-20,Tirupati Soybean Oil,401359,267
2022-04-20,Tirupati Mustard Oil,342454,228
2022-04-20,Olixir Olive Oil,111734,74
2022-04-20,Olixir Sesame Oil,379102,252
2022-04-20,Castor Oil,457622,305
2022-04-20,Refined Castor Oil,109492,72
2022-04-20,De Oiled Cake,484763,323
2022-04-21,Tirupati Cottonseed Oil,98429,65
2022-04-21,Tirupati Sunflower Oil,153178,102
2022-04-21,Tirupati Groundnut Oil,407357,271
2022-04-21,Tirupati Soybean Oil,142216,94
2022-04-21,Tirupati Mustard Oil,486531,324
2022-04-21,Olixir Olive Oil,156829,104
2022-04-21,Olixir Sesame Oil,109095,72
2022-04-21,Castor Oil,267277,178
2022-04-21,Refined Castor Oil,109114,72
2022-04-21,De Oiled Cake,90161,60
2022-04-22,Tirupati Cottonseed Oil,325167,216
2022-04-22,Tirupati Sunflower Oil,168699,112
2022-04-22,Tirupati Groundnut Oil,260413,173
2022-04-22,Tirupati Soybean Oil,376480,250
2022-04-22,Tirupati Mustard Oil,204656,136
2022-04-22,Olixir Olive Oil,220726,147
2022-04-22,Olixir Sesame Oil,179347,119
2022-04-22,Castor Oil,266611,177
2022-04-22,Refined Castor Oil,172573,115
2022-04-22,De Oiled Cake,319861,213
2022-04-23,Tirupati Cottonseed Oil,405371,270
2022-04-23,Tirupati Sunflower Oil,224064,149
2022-04-23,Tirupati Groundnut Oil,332151,221
2022-04-23,Tirupati Soybean Oil,161963,107
2022-04-23,Tirupati Mustard Oil,65643,43
2022-04-23,Olixir Olive Oil,471811,314
2022-04-23,Olixir Sesame Oil,166703,111
2022-04-23,Castor Oil,199441,132
2022-04-23,Refined Castor Oil,238706,159
2022-04-23,De Oiled Cake,407903,271
2022-04-24,Tirupati Cottonseed Oil,464684,309
2022-04-24,Tirupati Sunflower Oil,314881,209
2022-04-24,Tirupati Groundnut Oil,357780,238
2022-04-24,Tirupati Soybean Oil,254544,169
2022-04-24,Tirupati Mustard Oil,388353,258
2022-04-24,Olixir Olive Oil,142381,94
2022-04-24,Olixir Sesame Oil,96199,64
2022-04-24,Castor Oil,485201,323
2022-04-24,Refined Castor Oil,434568,289
2022-04-24,De Oiled Cake,233775,155
2022-04-25,Tirupati Cottonseed Oil,105319,70
2022-04-25,Tirupati Sunflower Oil,209922,139
2022-04-25,Tirupati Groundnut Oil,499339,332
2022-04-25,Tirupati Soybean Oil,76431,50
2022-04-25,Tirupati Mustard Oil,245066,163
2022-04-25,Olixir Olive Oil,468855,312
2022-04-25,Olixir Sesame Oil,206404,137
2022-04-25,Castor Oil,140547,93
2022-04-25,Refined Castor Oil,275071,183
2022-04-25,De Oiled Cake,231257,154
2022-04-26,Tirupati Cottonseed Oil,323495,215
2022-04-26,Tirupati Sunflower Oil,280352,186
2022-04-26,Tirupati Groundnut Oil,220676,147
2022-04-26,Tirupati Soybean Oil,307834,205
2022-04-26,Tirupati Mustard Oil,126716,84
2022-04-26,Olixir Olive Oil,183649,122
2022-04-26,Olixir Sesame Oil,431357,287
2022-04-26,Castor Oil,208490,138
2022-04-26,Refined Castor Oil,316099,210
2022-04-26,De Oiled Cake,378091,252
2022-04-27,Tirupati Cottonseed Oil,243952,162
2022-04-27,Tirupati Sunflower Oil,234263,156
2022-04-27,Tirupati Groundnut Oil,429469,286
2022-04-27,Tirupati Soybean Oil,341445,227
2022-04-27,Tirupati Mustard Oil,480462,320
2022-04-27,Olixir Olive Oil,266903,177
2022-04-27,Olixir Sesame Oil,192399,128
2022-04-27,Castor Oil,445177,296
2022-04-27,Refined Castor Oil,75885,50
2022-04-27,De Oiled Cake,304581,203
2022-04-28,Tirupati Cottonseed Oil,94366,62
2022-04-28,Tirupati Sunflower Oil,268288,178
2022-04-28,Tirupati Groundnut Oil,433083,288
2022-04-28,Tirupati Soybean Oil,292881,195
2022-04-28,Tirupati Mustard Oil,227720,151
2022-04-28,Olixir Olive Oil,305653,203
2022-04-28,Olixir Sesame Oil,304862,203
2022-04-28,Castor Oil,199756,133
2022-04-28,Refined Castor Oil,354793,236
2022-04-28,De Oiled Cake,60695,40
2022-04-29,Tirupati Cottonseed Oil,525842,350
2022-04-29,Tirupati Sunflower Oil,203702,135
2022-04-29,Tirupati Groundnut Oil,498696,332
2022-04-29,Tirupati Soybean Oil,80943,53
2022-04-29,Tirupati Mustard Oil,52136,34
2022-04-29,Olixir Olive Oil,277256,184
2022-04-29,Olixir Sesame Oil,425133,283
2022-04-29,Castor Oil,436516,291
2022-04-29,Refined Castor Oil,89044,59
2022-04-29,De Oiled Cake,270579,180
2022-04-30,Tirupati Cottonseed Oil,752645,501
2022-04-30,Tirupati Sunflower Oil,164729,109
2022-04-30,Tirupati Groundnut Oil,200273,133
2022-04-30,Tirupati Soybean Oil,90086,60
2022-04-30,Tirupati Mustard Oil,443498,295
2022-04-30,Olixir Olive Oil,456809,304
2022-04-30,Olixir Sesame Oil,499373,332
2022-04-30,Castor Oil,55822,37
2022-04-30,Refined Castor Oil,94781,63
2022-04-30,De Oiled Cake,240090,160
2022-05-01,Tirupati Cottonseed Oil,990491,660
2022-05-01,Tirupati Sunflower Oil,365282,243
2022-05-01,Tirupati Groundnut Oil,54538,36
2022-05-01,Tirupati Soybean Oil,183311,122
2022-05-01,Tirupati Mustard Oil,415365,276
2022-05-01,Olixir Olive Oil,309431,206
2022-05-01,Olixir Sesame Oil,118099,78
2022-05-01,Castor Oil,424040,282
2022-05-01,Refined Castor Oil,206495,137
2022-05-01,De Oiled Cake,71136,47
2022-05-02,Tirupati Cottonseed Oil,457471,304
2022-05-02,Tirupati Sunflower Oil,302738,201
2022-05-02,Tirupati Groundnut Oil,375530,250
2022-05-02,Tirupati Soybean Oil,362341,241
2022-05-02,Tirupati Mustard Oil,429911,286
2022-05-02,Olixir Olive Oil,436151,290
2022-05-02,Olixir Sesame Oil,195851,130
2022-05-02,Castor Oil,62552,41
2022-05-02,Refined Castor Oil,414887,276
2022-05-02,De Oiled Cake,448438,298
2022-05-03,Tirupati Cottonseed Oil,631783,421
2022-05-03,Tirupati Sunflower Oil,53147,35
2022-05-03,Tirupati Groundnut Oil,311436,207
2022-05-03,Tirupati Soybean Oil,158387,105
2022-05-03,Tirupati Mustard Oil,266580,177
2022-05-03,Olixir Olive Oil,329698,219
2022-05-03,Olixir Sesame Oil,369060,246
2022-05-03,Castor Oil,299785,199
2022-05-03,Refined Castor Oil,246403,164
2022-05-03,De Oiled Cake,226561,151
2022-05-04,Tirupati Cottonseed Oil,157142,104
2022-05-04,Tirupati Sunflower Oil,123725,82
2022-05-04,Tirupati Groundnut Oil,95350,63
2022-05-04,Tirupati Soybean Oil,273225,182
2022-05-04,Tirupati Mustard Oil,133571,89
2022-05-04,Olixir Olive Oil,467823,311
2022-05-04,Olixir Sesame Oil,238858,159
2022-05-04,Castor Oil,487552,325
2022-05-04,Refined Castor Oil,268619,179
2022-05-04,De Oiled Cake,90992,60
2022-05-05,Tirupati Cottonseed Oil,1020476,680
2022-05-05,Tirupati Sunflower Oil,376165,250
2022-05-05,Tirupati Groundnut Oil,101257,67
2022-05-05,Tirupati Soybean Oil,473299,315
2022-05-05,Tirupati Mustard Oil,407029,271
2022-05-05,Olixir Olive Oil,251532,167
2022-05-05,Olixir Sesame Oil,403730,269
2022-05-05,Castor Oil,264076,176
2022-05-05,Refined Castor Oil,127153,84
2022-05-05,De Oiled Cake,317732,211
2022-05-06,Tirupati Cottonseed Oil,886025,590
2022-05-06,Tirupati Sunflower Oil,280705,187
2022-05-06,Tirupati Groundnut Oil,423784,282
2022-05-06,Tirupati Soybean Oil,260619,173
2022-05-06,Tirupati Mustard Oil,314078,209
2022-05-06,Olixir Olive Oil,464398,309
2022-05-06,Olixir Sesame Oil,324882,216
2022-05-06,Castor Oil,181882,121
2022-05-06,Refined Castor Oil,251115,167
2022-05-06,De Oiled Cake,185381,123
2022-05-07,Tirupati Cottonseed Oil,439556,293
2022-05-07,Tirupati Sunflower Oil,315986,210
2022-05-07,Tirupati Groundnut Oil,412146,274
2022-05-07,Tirupati Soybean Oil,402206,268
2022-05-07,Tirupati Mustard Oil,233965,155
2022-05-07,Olixir Olive Oil,208212,138
2022-05-07,Olixir Sesame Oil,332755,221
2022-05-07,Castor Oil,443928,295
2022-05-07,Refined Castor Oil,64743,43
2022-05-07,De Oiled Cake,264643,176
2022-05-08,Tirupati Cottonseed Oil,447930,298
2022-05-08,Tirupati Sunflower Oil,127309,84
2022-05-08,Tirupati Groundnut Oil,339822,226
2022-05-08,Tirupati Soybean Oil,295598,197
2022-05-08,Tirupati Mustard Oil,284194,189
2022-05-08,Olixir Olive Oil,146926,97
2022-05-08,Olixir Sesame Oil,353569,235
2022-05-08,Castor Oil,141839,94
2022-05-08,Refined Castor Oil,381646,254
2022-05-08,De Oiled Cake,51244,34
2022-05-09,Tirupati Cottonseed Oil,109018,72
2022-05-09,Tirupati Sunflower Oil,162681,108
2022-05-09,Tirupati Groundnut Oil,123166,82
2022-05-09,Tirupati Soybean Oil,138319,92
2022-05-09,Tirupati Mustard Oil,359254,239
2022-05-09,Olixir Olive Oil,91588,61
2022-05-09,Olixir Sesame Oil,50833,33
2022-05-09,Castor Oil,276260,184
2022-05-09,Refined Castor Oil,130527,87
2022-05-09,De Oiled Cake,103828,69
2022-05-10,Tirupati Cottonseed Oil,916051,610
2022-05-10,Tirupati Sunflower Oil,63565,42
2022-05-10,Tirupati Groundnut Oil,388406,258
2022-05-10,Tirupati Soybean Oil,258188,172
2022-05-10,Tirupati Mustard Oil,81833,54
2022-05-10,Olixir Olive Oil,340744,227
2022-05-10,Olixir Sesame Oil,112476,74
2022-05-10,Castor Oil,278854,185
2022-05-10,Refined Castor Oil,361097,240
2022-05-10,De Oiled Cake,441944,294
2022-05-11,Tirupati Cottonseed Oil,561201,374
2022-05-11,Tirupati Sunflower Oil,343159,228
2022-05-11,Tirupati Groundnut Oil,231293,154
2022-05-11,Tirupati Soybean Oil,352176,234
2022-05-11,Tirupati Mustard Oil,319750,213
2022-05-11,Olixir Olive Oil,486679,324
2022-05-11,Olixir Sesame Oil,201428,134
2022-05-11,Castor Oil,125899,83
2022-05-11,Refined Castor Oil,363306,242
2022-05-11,De Oiled Cake,396620,264
2022-05-12,Tirupati Cottonseed Oil,396081,264
2022-05-12,Tirupati Sunflower Oil,357886,238
2022-05-12,Tirupati Groundnut Oil,78814,52
2022-05-12,Tirupati Soybean Oil,297325,198
2022-05-12,Tirupati Mustard Oil,275037,183
2022-05-12,Olixir Olive Oil,199882,133
2022-05-12,Olixir Sesame Oil,139265,92
2022-05-12,Castor Oil,201628,134
2022-05-12,Refined Castor Oil,459281,306
2022-05-12,De Oiled Cake,213500,142
2022-05-13,Tirupati Cottonseed Oil,140601,93
2022-05-13,Tirupati Sunflower Oil,103597,69
2022-05-13,Tirupati Groundnut Oil,439534,293
2022-05-13,Tirupati Soybean Oil,453825,302
2022-05-13,Tirupati Mustard Oil,168548,112
2022-05-13,Olixir Olive Oil,455900,303
2022-05-13,Olixir Sesame Oil,84127,56
2022-05-13,Castor Oil,201740,134
2022-05-13,Refined Castor Oil,129538,86
2022-05-13,De Oiled Cake,467928,311
2022-05-14,Tirupati Cottonseed Oil,98914,65
2022-05-14,Tirupati Sunflower Oil,136352,90
2022-05-14,Tirupati Groundnut Oil,230691,153
2022-05-14,Tirupati Soybean Oil,412765,275
2022-05-14,Tirupati Mustard Oil,273665,182
2022-05-14,Olixir Olive Oil,219542,146
2022-05-14,Olixir Sesame Oil,333832,222
2022-05-14,Castor Oil,456439,304
2022-05-14,Refined Castor Oil,438867,292
2022-05-14,De Oiled Cake,65345,43
2022-05-15,Tirupati Cottonseed Oil,1127183,751
2022-05-15,Tirupati Sunflower Oil,397836,265
2022-05-15,Tirupati Groundnut Oil,411056,274
2022-05-15,Tirupati Soybean Oil,174933,116
2022-05-15,Tirupati Mustard Oil,224668,149
2022-05-15,Olixir Olive Oil,454175,302
2022-05-15,Olixir Sesame Oil,368324,245
2022-05-15,Castor Oil,484587,323
2022-05-15,Refined Castor Oil,253657,169
2022-05-15,De Oiled Cake,211665,141
2022-05-16,Tirupati Cottonseed Oil,513020,342
2022-05-16,Tirupati Sunflower Oil,63303,42
2022-05-16,Tirupati Groundnut Oil,111735,74
2022-05-16,Tirupati Soybean Oil,235488,156
2022-05-16,Tirupati Mustard Oil,425170,283
2022-05-16,Olixir Olive Oil,186055,124
2022-05-16,Olixir Sesame Oil,380611,253
2022-05-16,Castor Oil,239919,159
2022-05-16,Refined Castor Oil,244282,162
2022-05-16,De Oiled Cake,429009,286
2022-05-17,Tirupati Cottonseed Oil,711791,474
2022-05-17,Tirupati Sunflower Oil,254519,169
2022-05-17,Tirupati Groundnut Oil,214613,143
2022-05-17,Tirupati Soybean Oil,220709,147
2022-05-17,Tirupati Mustard Oil,379925,253
2022-05-17,Olixir Olive Oil,429035,286
2022-05-17,Olixir Sesame Oil,141678,94
2022-05-17,Castor Oil,161530,107
2022-05-17,Refined Castor Oil,251051,167
2022-05-17,De Oiled Cake,102248,68
2022-05-18,Tirupati Cottonseed Oil,260662,173
2022-05-18,Tirupati Sunflower Oil,412469,274
2022-05-18,Tirupati Groundnut Oil,422289,281
2022-05-18,Tirupati Soybean Oil,291881,194
2022-05-18,Tirupati Mustard Oil,227173,151
2022-05-18,Olixir Olive Oil,257798,171
2022-05-18,Olixir Sesame Oil,173693,115
2022-05-18,Castor Oil,101502,67
2022-05-18,Refined Castor Oil,287539,191
2022-05-18,De Oiled Cake,406619,271
2022-05-19,Tirupati Cottonseed Oil,1055138,703
2022-05-19,Tirupati Sunflower Oil,301334,200
2022-05-19,Tirupati Groundnut Oil,358952,239
2022-05-19,Tirupati Soybean Oil,64360,42
2022-05-19,Tirupati Mustard Oil,353893,235
2022-05-19,Olixir Olive Oil,321573,214
2022-05-19,Olixir Sesame Oil,217283,144
2022-05-19,Castor Oil,86491,57
2022-05-19,Refined Castor Oil,337377,224
2022-05-19,De Oiled Cake,59685,39
2022-05-20,Tirupati Cottonseed Oil,515972,343
2022-05-20,Tirupati Sunflower Oil,85983,57
2022-05-20,Tirupati Groundnut Oil,64253,42
2022-05-20,Tirupati Soybean Oil,132843,88
2022-05-20,Tirupati Mustard Oil,166304,110
2022-05-20,Olixir Olive Oil,218983,145
2022-05-20,Olixir Sesame Oil,194557,129
2022-05-20,Castor Oil,78923,52
2022-05-20,Refined Castor Oil,365347,243
2022-05-20,De Oiled Cake,107245,71
2022-05-21,Tirupati Cottonseed Oil,531568,354
2022-05-21,Tirupati Sunflower Oil,355382,236
2022-05-21,Tirupati Groundnut Oil,123006,82
2022-05-21,Tirupati Soybean Oil,239205,159
2022-05-21,Tirupati Mustard Oil,203043,135
2022-05-21,Olixir Olive Oil,307655,205
2022-05-21,Olixir Sesame Oil,150371,100
2022-05-21,Castor Oil,209438,139
2022-05-21,Refined Castor Oil,115356,76
2022-05-21,De Oiled Cake,215658,143
2022-05-22,Tirupati Cottonseed Oil,432826,288
2022-05-22,Tirupati Sunflower Oil,354379,236
2022-05-22,Tirupati Groundnut Oil,115525,77
2022-05-22,Tirupati Soybean Oil,281751,187
2022-05-22,Tirupati Mustard Oil,343750,229
2022-05-22,Olixir Olive Oil,252258,168
2022-05-22,Olixir Sesame Oil,264987,176
2022-05-22,Castor Oil,197724,131
2022-05-22,Refined Castor Oil,387105,258
2022-05-22,De Oiled Cake,417642,278
2022-05-23,Tirupati Cottonseed Oil,753332,502
2022-05-23,Tirupati Sunflower Oil,183606,122
2022-05-23,Tirupati Groundnut Oil,219315,146
2022-05-23,Tirupati Soybean Oil,269170,179
2022-05-23,Tirupati Mustard Oil,241473,160
2022-05-23,Olixir Olive Oil,70967,47
2022-05-23,Olixir Sesame Oil,147243,98
2022-05-23,Castor Oil,492558,328
2022-05-23,Refined Castor Oil,147367,98
2022-05-23,De Oiled Cake,441627,294
2022-05-24,Tirupati Cottonseed Oil,941325,627
2022-05-24,Tirupati Sunflower Oil,483163,322
2022-05-24,Tirupati Groundnut Oil,214803,143
2022-05-24,Tirupati Soybean Oil,54537,36
2022-05-24,Tirupati Mustard Oil,141965,94
2022-05-24,Olixir Olive Oil,256590,171
2022-05-24,Olixir Sesame Oil,87465,58
2022-05-24,Castor Oil,57632,38
2022-05-24,Refined Castor Oil,458838,305
2022-05-24,De Oiled Cake,421482,280
2022-05-25,Tirupati Cottonseed Oil,759554,506
2022-05-25,Tirupati Sunflower Oil,342808,228
2022-05-25,Tirupati Groundnut Oil,251421,167
2022-05-25,Tirupati Soybean Oil,369387,246
2022-05-25,Tirupati Mustard Oil,327557,218
2022-05-25,Olixir Olive Oil,458220,305
2022-05-25,Olixir Sesame Oil,215519,143
2022-05-25,Castor Oil,94823,63
2022-05-25,Refined Castor Oil,375918,250
2022-05-25,De Oiled Cake,181013,120
2022-05-26,Tirupati Cottonseed Oil,996834,664
2022-05-26,Tirupati Sunflower Oil,196772,131
2022-05-26,Tirupati Groundnut Oil,394240,262
2022-05-26,Tirupati Soybean Oil,216007,144
2022-05-26,Tirupati Mustard Oil,170239,113
2022-05-26,Olixir Olive Oil,393810,262
2022-05-26,Olixir Sesame Oil,329589,219
2022-05-26,Castor Oil,274357,182
2022-05-26,Refined Castor Oil,424976,283
2022-05-26,De Oiled Cake,364490,242
2022-05-27,Tirupati Cottonseed Oil,592067,394
2022-05-27,Tirupati Sunflower Oil,221081,147
2022-05-27,Tirupati Groundnut Oil,282604,188
2022-05-27,Tirupati Soybean Oil,219164,146
2022-05-27,Tirupati Mustard Oil,336704,224
2022-05-27,Olixir Olive Oil,331407,220
2022-05-27,Olixir Sesame Oil,432717,288
2022-05-27,Castor Oil,263593,175
2022-05-27,Refined Castor Oil,81826,54
2022-05-27,De Oiled Cake,252222,168
2022-05-28,Tirupati Cottonseed Oil,575553,383
2022-05-28,Tirupati Sunflower Oil,86544,57
2022-05-28,Tirupati Groundnut Oil,222204,148
2022-05-28,Tirupati Soybean Oil,407933,271
2022-05-28,Tirupati Mustard Oil,107890,71
2022-05-28,Olixir Olive Oil,92920,61
2022-05-28,Olixir Sesame Oil,60328,40
2022-05-28,Castor Oil,323565,215
2022-05-28,Refined Castor Oil,57376,38
2022-05-28,De Oiled Cake,468671,312
2022-05-29,Tirupati Cottonseed Oil,454061,302
2022-05-29,Tirupati Sunflower Oil,272516,181
2022-05-29,Tirupati Groundnut Oil,470939,313
2022-05-29,Tirupati Soybean Oil,98108,65
2022-05-29,Tirupati Mustard Oil,110382,73
2022-05-29,Olixir Olive Oil,195600,130
2022-05-29,Olixir Sesame Oil,403187,268
2022-05-29,Castor Oil,253150,168
2022-05-29,Refined Castor Oil,114256,76
2022-05-29,De Oiled Cake,77155,51
2022-05-30,Tirupati Cottonseed Oil,1047876,698
2022-05-30,Tirupati Sunflower Oil,405934,270
2022-05-30,Tirupati Groundnut Oil,173591,115
2022-05-30,Tirupati Soybean Oil,357101,238
2022-05-30,Tirupati Mustard Oil,383266,255
2022-05-30,Olixir Olive Oil,402474,268
2022-05-30,Olixir Sesame Oil,101165,67
2022-05-30,Castor Oil,398952,265
2022-05-30,Refined Castor Oil,212285,141
2022-05-30,De Oiled Cake,458542,305
2022-05-31,Tirupati Cottonseed Oil,166173,110
2022-05-31,Tirupati Sunflower Oil,277250,184
2022-05-31,Tirupati Groundnut Oil,95218,63
2022-05-31,Tirupati Soybean Oil,132436,88
2022-05-31,Tirupati Mustard Oil,194741,129
2022-05-31,Olixir Olive Oil,345297,230
2022-05-31,Olixir Sesame Oil,167483,111
2022-05-31,Castor Oil,131637,87
2022-05-31,Refined Castor Oil,336560,224
2022-05-31,De Oiled Cake,257689,171
2022-06-01,Tirupati Cottonseed Oil,106479,70
2022-06-01,Tirupati Sunflower Oil,276335,184
2022-06-01,Tirupati Groundnut Oil,148853,99
2022-06-01,Tirupati Soybean Oil,487329,324
2022-06-01,Tirupati Mustard Oil,197446,131
2022-06-01,Olixir Olive Oil,373636,249
2022-06-01,Olixir Sesame Oil,490193,326
2022-06-01,Castor Oil,179636,119
2022-06-01,Refined Castor Oil,487846,325
2022-06-01,De Oiled Cake,245975,163
2022-06-02,Tirupati Cottonseed Oil,308652,205
2022-06-02,Tirupati Sunflower Oil,277649,185
2022-06-02,Tirupati Groundnut Oil,82768,55
2022-06-02,Tirupati Soybean Oil,101749,67
2022-06-02,Tirupati Mustard Oil,164975,109
2022-06-02,Olixir Olive Oil,63241,42
2022-06-02,Olixir Sesame Oil,97588,65
2022-06-02,Castor Oil,348706,232
2022-06-02,Refined Castor Oil,298951,199
2022-06-02,De Oiled Cake,180041,120
2022-06-03,Tirupati Cottonseed Oil,380785,253
2022-06-03,Tirupati Sunflower Oil,126942,84
2022-06-03,Tirupati Groundnut Oil,168299,112
2022-06-03,Tirupati Soybean Oil,168515,112
2022-06-03,Tirupati Mustard Oil,403861,269
2022-06-03,Olixir Olive Oil,157242,104
2022-06-03,Olixir Sesame Oil,409395,272
2022-06-03,Castor Oil,207077,138
2022-06-03,Refined Castor Oil,276380,184
2022-06-03,De Oiled Cake,338258,225
2022-06-04,Tirupati Cottonseed Oil,320760,213
2022-06-04,Tirupati Sunflower Oil,50834,33
2022-06-04,Tirupati Groundnut Oil,445689,297
2022-06-04,Tirupati Soybean Oil,247139,164
2022-06-04,Tirupati Mustard Oil,347368,231
2022-06-04,Olixir Olive Oil,466586,311
2022-06-04,Olixir Sesame Oil,225239,150
2022-06-04,Castor Oil,408564,272
2022-06-04,Refined Castor Oil,123736,82
2022-06-04,De Oiled Cake,70887,47
2022-06-05,Tirupati Cottonseed Oil,227519,151
2022-06-05,Tirupati Sunflower Oil,134349,89
2022-06-05,Tirupati Groundnut Oil,174343,116
2022-06-05,Tirupati Soybean Oil,192841,128
2022-06-05,Tirupati Mustard Oil,289137,192
2022-06-05,Olixir Olive Oil,220078,146
2022-06-05,Olixir Sesame Oil,461186,307
2022-06-05,Castor Oil,125707,83
2022-06-05,Refined Castor Oil,305682,203
2022-06-05,De Oiled Cake,449865,299
2022-06-06,Tirupati Cottonseed Oil,117064,78
2022-06-06,Tirupati Sunflower Oil,91025,60
2022-06-06,Tirupati Groundnut Oil,80099,53
2022-06-06,Tirupati Soybean Oil,357811,238
2022-06-06,Tirupati Mustard Oil,289721,193
2022-06-06,Olixir Olive Oil,56073,37
2022-06-06,Olixir Sesame Oil,86871,57
2022-06-06,Castor Oil,102987,68
2022-06-06,Refined Castor Oil,353669,235
2022-06-06,De Oiled Cake,264119,176
2022-06-07,Tirupati Cottonseed Oil,122791,81
2022-06-07,Tirupati Sunflower Oil,394739,263
2022-06-07,Tirupati Groundnut Oil,95761,63
2022-06-07,Tirupati Soybean Oil,135741,90
2022-06-07,Tirupati Mustard Oil,65215,43
2022-06-07,Olixir Olive Oil,253331,168
2022-06-07,Olixir Sesame Oil,224743,149
2022-06-07,Castor Oil,76633,51
2022-06-07,Refined Castor Oil,61965,41
2022-06-07,De Oiled Cake,130117,86
2022-06-08,Tirupati Cottonseed Oil,88540,59
2022-06-08,Tirupati Sunflower Oil,240579,160
2022-06-08,Tirupati Groundnut Oil,200136,133
2022-06-08,Tirupati Soybean Oil,321154,214
2022-06-08,Tirupati Mustard Oil,91177,60
2022-06-08,Olixir Olive Oil,384822,256
2022-06-08,Olixir Sesame Oil,126348,84
2022-06-08,Castor Oil,86582,57
2022-06-08,Refined Castor Oil,491918,327
2022-06-08,De Oiled Cake,99327,66
2022-06-09,Tirupati Cottonseed Oil,323327,215
2022-06-09,Tirupati Sunflower Oil,490395,326
2022-06-09,Tirupati Groundnut Oil,189082,126
2022-06-09,Tirupati Soybean Oil,80690,53
2022-06-09,Tirupati Mustard Oil,168837,112
2022-06-09,Olixir Olive Oil,202746,135
2022-06-09,Olixir Sesame Oil,301308,200
2022-06-09,Castor Oil,441975,294
2022-06-09,Refined Castor Oil,485525,323
2022-06-09,De Oiled Cake,137752,91
2022-06-10,Tirupati Cottonseed Oil,477925,318
2022-06-10,Tirupati Sunflower Oil,484920,323
2022-06-10,Tirupati Groundnut Oil,389615,259
2022-06-10,Tirupati Soybean Oil,51676,34
2022-06-10,Tirupati Mustard Oil,154092,102
2022-06-10,Olixir Olive Oil,102204,68
2022-06-10,Olixir Sesame Oil,432808,288
2022-06-10,Castor Oil,96846,64
2022-06-10,Refined Castor Oil,337635,225
2022-06-10,De Oiled Cake,155914,103
2022-06-11,Tirupati Cottonseed Oil,572129,381
2022-06-11,Tirupati Sunflower Oil,223360,148
2022-06-11,Tirupati Groundnut Oil,318668,212
2022-06-11,Tirupati Soybean Oil,78748,52
2022-06-11,Tirupati Mustard Oil,424101,282
2022-06-11,Olixir Olive Oil,174518,116
2022-06-11,Olixir Sesame Oil,82336,54
2022-06-11,Castor Oil,498658,332
2022-06-11,Refined Castor Oil,61247,40
2022-06-11,De Oiled Cake,109707,73
2022-06-12,Tirupati Cottonseed Oil,549888,366
2022-06-12,Tirupati Sunflower Oil,200012,133
2022-06-12,Tirupati Groundnut Oil,177531,118
2022-06-12,Tirupati Soybean Oil,372200,248
2022-06-12,Tirupati Mustard Oil,233932,155
2022-06-12,Olixir Olive Oil,121606,81
2022-06-12,Olixir Sesame Oil,153046,102
2022-06-12,Castor Oil,63022,42
2022-06-12,Refined Castor Oil,185657,123
2022-06-12,De Oiled Cake,433241,288
2022-06-13,Tirupati Cottonseed Oil,170799,113
2022-06-13,Tirupati Sunflower Oil,379952,253
2022-06-13,Tirupati Groundnut Oil,314250,209
2022-06-13,Tirupati Soybean Oil,492954,328
2022-06-13,Tirupati Mustard Oil,339722,226
2022-06-13,Olixir Olive Oil,201163,134
2022-06-13,Olixir Sesame Oil,141745,94
2022-06-13,Castor Oil,122485,81
2022-06-13,Refined Castor Oil,252369,168
2022-06-13,De Oiled Cake,482598,321
2022-06-14,Tirupati Cottonseed Oil,188945,125
2022-06-14,Tirupati Sunflower Oil,145549,97
2022-06-14,Tirupati Groundnut Oil,466901,311
2022-06-14,Tirupati Soybean Oil,200672,133
2022-06-14,Tirupati Mustard Oil,479823,319
2022-06-14,Olixir Olive Oil,162770,108
2022-06-14,Olixir Sesame Oil,156314,104
2022-06-14,Castor Oil,80527,53
2022-06-14,Refined Castor Oil,120290,80
