return_period,doc_type,invoice_no,invoice_date,counterparty_id,counterparty_name,gstin,taxable_value,cgst_amount,sgst_amount,igst_amount,total_tax_amount,gstr2b_status,mismatch_flag,mismatch_reason
2022-10,Sale,S-202210-00191,2022-10-01,C003,FreshMart Vadodara,24CUST0190Z5,46556.12,4190.05,4190.05,0.0,8380.1,N/A,0,
2022-10,Sale,S-202210-00192,2022-10-01,C003,FreshMart Vadodara,24CUST0191Z5,30602.88,2754.26,2754.26,0.0,5508.52,N/A,0,
2022-10,Sale,S-202210-00193,2022-10-01,C004,Pune Retail Mart,27CUST0192Z5,109866.24,0.0,0.0,19775.92,19775.92,N/A,0,
2022-10,Sale,S-202210-00194,2022-10-01,C004,Pune Retail Mart,27CUST0193Z5,44190.72,0.0,0.0,7954.33,7954.33,N/A,0,
2022-10,Sale,S-202210-00195,2022-10-01,C004,Pune Retail Mart,27CUST0194Z5,45454.2,0.0,0.0,8181.76,8181.76,N/A,0,
2022-10,Sale,S-202210-00196,2022-10-01,C004,Pune Retail Mart,27CUST0195Z5,23448.96,0.0,0.0,4220.81,4220.81,N/A,0,
2022-10,Sale,S-202210-00199,2022-10-01,C007,Industrial Chemicals Pvt Ltd,24CUST0198Z5,135024.0,12152.16,12152.16,0.0,24304.32,N/A,0,
2022-10,Sale,S-202210-00200,2022-10-01,C008,Rajkot Agro Feed Traders,24CUST0199Z5,90304.0,8127.36,8127.36,0.0,16254.72,N/A,0,
2022-11,Sale,S-202211-00201,2022-11-01,C001,Shree Traders Ahmedabad,24CUST0200Z5,193564.8,17420.83,17420.83,0.0,34841.66,N/A,0,
2022-11,Sale,S-202211-00202,2022-11-01,C001,Shree Traders Ahmedabad,24CUST0201Z5,75485.76,6793.72,6793.72,0.0,13587.44,N/A,0,
2022-11,Sale,S-202211-00203,2022-11-01,C001,Shree Traders Ahmedabad,24CUST0202Z5,77027.9,6932.51,6932.51,0.0,13865.02,N/A,0,
2022-11,Sale,S-202211-00204,2022-11-01,C001,Shree Traders Ahmedabad,24CUST0203Z5,46699.2,4202.93,4202.93,0.0,8405.86,N/A,0,
2022-11,Sale,S-202211-00205,2022-11-01,C002,West India Distributors Mumbai,27CUST0204Z5,205705.5,0.0,0.0,37026.99,37026.99,N/A,0,
2022-11,Sale,S-202211-00206,2022-11-01,C002,West India Distributors Mumbai,27CUST0205Z5,85407.0,0.0,0.0,15373.26,15373.26,N/A,0,
2022-11,Sale,S-202211-00207,2022-11-01,C002,West India Distributors Mumbai,27CUST0206Z5,103552.08,0.0,0.0,18639.37,18639.37,N/A,0,
2022-11,Sale,S-202211-00208,2022-11-01,C002,West India Distributors Mumbai,27CUST0207Z5,56028.0,0.0,0.0,10085.04,10085.04,N/A,0,
2022-11,Sale,S-202211-00209,2022-11-01,C003,FreshMart Vadodara,24CUST0208Z5,105431.04,9488.79,9488.79,0.0,18977.58,N/A,0,
2022-11,Sale,S-202211-00210,2022-11-01,C003,FreshMart Vadodara,24CUST0209Z5,42900.48,3861.04,3861.04,0.0,7722.08,N/A,0,
2022-11,Sale,S-202211-00211,2022-11-01,C003,FreshMart Vadodara,24CUST0210Z5,49310.92,4437.98,4437.98,0.0,8875.96,N/A,0,
2022-11,Sale,S-202211-00212,2022-11-01,C003,FreshMart Vadodara,24CUST0211Z5,26231.04,2360.79,2360.79,0.0,4721.58,N/A,0,
2022-11,Sale,S-202211-00213,2022-11-01,C004,Pune Retail Mart,27CUST0212Z5,104037.12,0.0,0.0,18726.68,18726.68,N/A,0,
2022-11,Sale,S-202211-00214,2022-11-01,C004,Pune Retail Mart,27CUST0213Z5,39513.6,0.0,0.0,7112.45,7112.45,N/A,0,
2022-11,Sale,S-202211-00215,2022-11-01,C004,Pune Retail Mart,27CUST0214Z5,45178.72,0.0,0.0,8132.17,8132.17,N/A,0,
2022-11,Sale,S-202211-00216,2022-11-01,C004,Pune Retail Mart,27CUST0215Z5,25701.12,0.0,0.0,4626.2,4626.2,N/A,0,
2022-11,Sale,S-202211-00219,2022-11-01,C007,Industrial Chemicals Pvt Ltd,24CUST0218Z5,130368.0,11733.12,11733.12,0.0,23466.24,N/A,0,
2022-11,Sale,S-202211-00220,2022-11-01,C008,Rajkot Agro Feed Traders,24CUST0219Z5,97209.6,8748.86,8748.86,0.0,17497.72,N/A,0,
2022-12,Sale,S-202212-00221,2022-12-01,C001,Shree Traders Ahmedabad,24CUST0220Z5,219001.2,19710.11,19710.11,0.0,39420.22,N/A,0,
2022-12,Sale,S-202212-00222,2022-12-01,C001,Shree Traders Ahmedabad,24CUST0221Z5,74064.48,6665.8,6665.8,0.0,13331.6,N/A,0,
2022-12,Sale,S-202212-00223,2022-12-01,C001,Shree Traders Ahmedabad,24CUST0222Z5,91732.0,8255.88,8255.88,0.0,16511.76,N/A,0,
2022-12,Sale,S-202212-00224,2022-12-01,C001,Shree Traders Ahmedabad,24CUST0223Z5,43326.48,3899.38,3899.38,0.0,7798.76,N/A,0,
2022-12,Sale,S-202212-00225,2022-12-01,C002,West India Distributors Mumbai,27CUST0224Z5,194964.0,0.0,0.0,35093.52,35093.52,N/A,0,
2022-12,Sale,S-202212-00226,2022-12-01,C002,West India Distributors Mumbai,27CUST0225Z5,91287.0,0.0,0.0,16431.66,16431.66,N/A,0,
2022-12,Sale,S-202212-00227,2022-12-01,C002,West India Distributors Mumbai,27CUST0226Z5,111594.96,0.0,0.0,20087.09,20087.09,N/A,0,
2022-12,Sale,S-202212-00228,2022-12-01,C002,West India Distributors Mumbai,27CUST0227Z5,64359.75,0.0,0.0,11584.75,11584.75,N/A,0,
2022-12,Sale,S-202212-00229,2022-12-01,C003,FreshMart Vadodara,24CUST0228Z5,93139.2,8382.53,8382.53,0.0,16765.06,N/A,0,
2022-12,Sale,S-202212-00230,2022-12-01,C003,FreshMart Vadodara,24CUST0229Z5,44835.84,4035.23,4035.23,0.0,8070.46,N/A,0,
2022-12,Sale,S-202212-00231,2022-12-01,C003,FreshMart Vadodara,24CUST0230Z5,44903.24,4041.29,4041.29,0.0,8082.58,N/A,0,
2022-12,Sale,S-202212-00232,2022-12-01,C003,FreshMart Vadodara,24CUST0231Z5,30205.44,2718.49,2718.49,0.0,5436.98,N/A,0,
2022-12,Sale,S-202212-00233,2022-12-01,C004,Pune Retail Mart,27CUST0232Z5,110119.68,0.0,0.0,19821.54,19821.54,N/A,0,
2022-12,Sale,S-202212-00234,2022-12-01,C004,Pune Retail Mart,27CUST0233Z5,40481.28,0.0,0.0,7286.63,7286.63,N/A,0,
2022-12,Sale,S-202212-00235,2022-12-01,C004,Pune Retail Mart,27CUST0234Z5,40082.34,0.0,0.0,7214.82,7214.82,N/A,0,
2022-12,Sale,S-202212-00236,2022-12-01,C004,Pune Retail Mart,27CUST0235Z5,27423.36,0.0,0.0,4936.2,4936.2,N/A,0,
2022-12,Sale,S-202212-00239,2022-12-01,C007,Industrial Chemicals Pvt Ltd,24CUST0238Z5,130368.0,11733.12,11733.12,0.0,23466.24,N/A,0,
2022-12,Sale,S-202212-00240,2022-12-01,C008,Rajkot Agro Feed Traders,24CUST0239Z5,94553.6,8509.82,8509.82,0.0,17019.64,N/A,0,
2023-01,Sale,S-202301-00241,2023-01-01,C001,Shree Traders Ahmedabad,24CUST0240Z5,196527.92,17687.51,17687.51,0.0,35375.02,N/A,0,
2023-01,Sale,S-202301-00242,2023-01-01,C001,Shree Traders Ahmedabad,24CUST0241Z5,87868.4,7908.16,7908.16,0.0,15816.32,N/A,0,
2023-01,Sale,S-202301-00243,2023-01-01,C001,Shree Traders Ahmedabad,24CUST0242Z5,81654.6,7348.91,7348.91,0.0,14697.82,N/A,0,
2023-01,Sale,S-202301-00244,2023-01-01,C001,Shree Traders Ahmedabad,24CUST0243Z5,50186.52,4516.79,4516.79,0.0,9033.58,N/A,0,
2023-01,Sale,S-202301-00245,2023-01-01,C002,West India Distributors Mumbai,27CUST0244Z5,217897.68,0.0,0.0,39221.58,39221.58,N/A,0,
2023-01,Sale,S-202301-00246,2023-01-01,C002,West India Distributors Mumbai,27CUST0245Z5,110990.88,0.0,0.0,19978.36,19978.36,N/A,0,
2023-01,Sale,S-202301-00247,2023-01-01,C002,West India Distributors Mumbai,27CUST0246Z5,122858.0,0.0,0.0,22114.44,22114.44,N/A,0,
2023-01,Sale,S-202301-00248,2023-01-01,C002,West India Distributors Mumbai,27CUST0247Z5,60529.56,0.0,0.0,10895.32,10895.32,N/A,0,
2023-01,Sale,S-202301-00249,2023-01-01,C003,FreshMart Vadodara,24CUST0248Z5,121246.8,10912.21,10912.21,0.0,21824.42,N/A,0,
2023-01,Sale,S-202301-00250,2023-01-01,C003,FreshMart Vadodara,24CUST0249Z5,52499.49,4724.95,4724.95,0.0,9449.9,N/A,0,
2023-01,Sale,S-202301-00251,2023-01-01,C003,FreshMart Vadodara,24CUST0250Z5,52572.75,4731.55,4731.55,0.0,9463.1,N/A,0,
2023-01,Sale,S-202301-00252,2023-01-01,C003,FreshMart Vadodara,24CUST0251Z5,31000.5,2790.05,2790.05,0.0,5580.1,N/A,0,
2023-01,Sale,S-202301-00253,2023-01-01,C004,Pune Retail Mart,27CUST0252Z5,116370.57,0.0,0.0,20946.7,20946.7,N/A,0,
2023-01,Sale,S-202301-00254,2023-01-01,C004,Pune Retail Mart,27CUST0253Z5,39584.28,0.0,0.0,7125.17,7125.17,N/A,0,
2023-01,Sale,S-202301-00255,2023-01-01,C004,Pune Retail Mart,27CUST0254Z5,45410.25,0.0,0.0,8173.84,8173.84,N/A,0,
2023-01,Sale,S-202301-00256,2023-01-01,C004,Pune Retail Mart,27CUST0255Z5,27693.78,0.0,0.0,4984.88,4984.88,N/A,0,
2023-01,Sale,S-202301-00259,2023-01-01,C007,Industrial Chemicals Pvt Ltd,24CUST0258Z5,125898.24,11330.84,11330.84,0.0,22661.68,N/A,0,
2023-01,Sale,S-202301-00260,2023-01-01,C008,Rajkot Agro Feed Traders,24CUST0259Z5,88944.45,8005.0,8005.0,0.0,16010.0,N/A,0,
2023-02,Sale,S-202302-00261,2023-02-01,C001,Shree Traders Ahmedabad,24CUST0260Z5,156634.42,14097.1,14097.1,0.0,28194.2,N/A,0,
2023-02,Sale,S-202302-00262,2023-02-01,C001,Shree Traders Ahmedabad,24CUST0261Z5,75520.9,6796.88,6796.88,0.0,13593.76,N/A,0,
2023-02,Sale,S-202302-00263,2023-02-01,C001,Shree Traders Ahmedabad,24CUST0262Z5,74078.4,6667.06,6667.06,0.0,13334.12,N/A,0,
2023-02,Sale,S-202302-00264,2023-02-01,C001,Shree Traders Ahmedabad,24CUST0263Z5,40902.0,3681.18,3681.18,0.0,7362.36,N/A,0,
2023-02,Sale,S-202302-00265,2023-02-01,C002,West India Distributors Mumbai,27CUST0264Z5,219410.94,0.0,0.0,39493.97,39493.97,N/A,0,
2023-02,Sale,S-202302-00266,2023-02-01,C002,West India Distributors Mumbai,27CUST0265Z5,98190.05,0.0,0.0,17674.21,17674.21,N/A,0,
2023-02,Sale,S-202302-00267,2023-02-01,C002,West India Distributors Mumbai,27CUST0266Z5,95280.3,0.0,0.0,17150.45,17150.45,N/A,0,
2023-02,Sale,S-202302-00268,2023-02-01,C002,West India Distributors Mumbai,27CUST0267Z5,51189.06,0.0,0.0,9214.03,9214.03,N/A,0,
2023-02,Sale,S-202302-00269,2023-02-01,C003,FreshMart Vadodara,24CUST0268Z5,94943.08,8544.88,8544.88,0.0,17089.76,N/A,0,
2023-02,Sale,S-202302-00270,2023-02-01,C003,FreshMart Vadodara,24CUST0269Z5,39149.88,3523.49,3523.49,0.0,7046.98,N/A,0,
2023-02,Sale,S-202302-00271,2023-02-01,C003,FreshMart Vadodara,24CUST0270Z5,50997.0,4589.73,4589.73,0.0,9179.46,N/A,0,
2023-02,Sale,S-202302-00272,2023-02-01,C003,FreshMart Vadodara,24CUST0271Z5,25475.43,2292.79,2292.79,0.0,4585.58,N/A,0,
2023-02,Sale,S-202302-00273,2023-02-01,C004,Pune Retail Mart,27CUST0272Z5,92945.68,0.0,0.0,16730.22,16730.22,N/A,0,
2023-02,Sale,S-202302-00274,2023-02-01,C004,Pune Retail Mart,27CUST0273Z5,41183.64,0.0,0.0,7413.06,7413.06,N/A,0,
2023-02,Sale,S-202302-00275,2023-02-01,C004,Pune Retail Mart,27CUST0274Z5,40969.5,0.0,0.0,7374.51,7374.51,N/A,0,
2023-02,Sale,S-202302-00276,2023-02-01,C004,Pune Retail Mart,27CUST0275Z5,23526.49,0.0,0.0,4234.77,4234.77,N/A,0,
2023-02,Sale,S-202302-00279,2023-02-01,C007,Industrial Chemicals Pvt Ltd,24CUST0278Z5,116213.76,10459.24,10459.24,0.0,20918.48,N/A,0,
2023-02,Sale,S-202302-00280,2023-02-01,C008,Rajkot Agro Feed Traders,24CUST0279Z5,87287.1,7855.84,7855.84,0.0,15711.68,N/A,0,
2023-03,Sale,S-202303-00281,2023-03-01,C001,Shree Traders Ahmedabad,24CUST0280Z5,190543.62,17148.93,17148.93,0.0,34297.86,N/A,0,
2023-03,Sale,S-202303-00282,2023-03-01,C001,Shree Traders Ahmedabad,24CUST0281Z5,77678.64,6991.08,6991.08,0.0,13982.16,N/A,0,
2023-03,Sale,S-202303-00283,2023-03-01,C001,Shree Traders Ahmedabad,24CUST0282Z5,71553.0,6439.77,6439.77,0.0,12879.54,N/A,0,
2023-03,Sale,S-202303-00284,2023-03-01,C001,Shree Traders Ahmedabad,24CUST0283Z5,40902.0,3681.18,3681.18,0.0,7362.36,N/A,0,
2023-03,Sale,S-202303-00285,2023-03-01,C002,West India Distributors Mumbai,27CUST0284Z5,208719.82,0.0,0.0,37569.57,37569.57,N/A,0,
2023-03,Sale,S-202303-00286,2023-03-01,C002,West India Distributors Mumbai,27CUST0285Z5,82881.68,0.0,0.0,14918.7,14918.7,N/A,0,
2023-03,Sale,S-202303-00287,2023-03-01,C002,West India Distributors Mumbai,27CUST0286Z5,94496.1,0.0,0.0,17009.3,17009.3,N/A,0,
2023-03,Sale,S-202303-00288,2023-03-01,C002,West India Distributors Mumbai,27CUST0287Z5,50172.9,0.0,0.0,9031.12,9031.12,N/A,0,
2023-03,Sale,S-202303-00289,2023-03-01,C003,FreshMart Vadodara,24CUST0288Z5,106927.48,9623.47,9623.47,0.0,19246.94,N/A,0,
2023-03,Sale,S-202303-00290,2023-03-01,C003,FreshMart Vadodara,24CUST0289Z5,44742.72,4026.84,4026.84,0.0,8053.68,N/A,0,
2023-03,Sale,S-202303-00291,2023-03-01,C003,FreshMart Vadodara,24CUST0290Z5,45123.75,4061.14,4061.14,0.0,8122.28,N/A,0,
2023-03,Sale,S-202303-00292,2023-03-01,C003,FreshMart Vadodara,24CUST0291Z5,23944.12,2154.97,2154.97,0.0,4309.94,N/A,0,
2023-03,Sale,S-202303-00293,2023-03-01,C004,Pune Retail Mart,27CUST0292Z5,90681.96,0.0,0.0,16322.75,16322.75,N/A,0,
2023-03,Sale,S-202303-00294,2023-03-01,C004,Pune Retail Mart,27CUST0293Z5,40166.76,0.0,0.0,7230.02,7230.02,N/A,0,
2023-03,Sale,S-202303-00295,2023-03-01,C004,Pune Retail Mart,27CUST0294Z5,43977.75,0.0,0.0,7915.99,7915.99,N/A,0,
2023-03,Sale,S-202303-00296,2023-03-01,C004,Pune Retail Mart,27CUST0295Z5,27006.74,0.0,0.0,4861.21,4861.21,N/A,0,
2023-03,Sale,S-202303-00299,2023-03-01,C007,Industrial Chemicals Pvt Ltd,24CUST0298Z5,121056.0,10895.04,10895.04,0.0,21790.08,N/A,0,
2023-03,Sale,S-202303-00300,2023-03-01,C008,Rajkot Agro Feed Traders,24CUST0299Z5,76790.55,6911.15,6911.15,0.0,13822.3,N/A,0,
2023-04,Sale,S-202304-00301,2023-04-01,C001,Shree Traders Ahmedabad,24CUST0300Z5,187413.54,16867.22,16867.22,0.0,33734.44,N/A,0,
2023-04,Sale,S-202304-00302,2023-04-01,C001,Shree Traders Ahmedabad,24CUST0301Z5,73031.2,6572.81,6572.81,0.0,13145.62,N/A,0,
2023-04,Sale,S-202304-00303,2023-04-01,C001,Shree Traders Ahmedabad,24CUST0302Z5,72535.1,6528.16,6528.16,0.0,13056.32,N/A,0,
2023-04,Sale,S-202304-00304,2023-04-01,C001,Shree Traders Ahmedabad,24CUST0303Z5,41856.38,3767.07,3767.07,0.0,7534.14,N/A,0,
2023-04,Sale,S-202304-00305,2023-04-01,C002,West India Distributors Mumbai,27CUST0304Z5,215766.24,0.0,0.0,38837.92,38837.92,N/A,0,
2023-04,Sale,S-202304-00306,2023-04-01,C002,West India Distributors Mumbai,27CUST0305Z5,98808.57,0.0,0.0,17785.54,17785.54,N/A,0,
2023-04,Sale,S-202304-00307,2023-04-01,C002,West India Distributors Mumbai,27CUST0306Z5,101684.6,0.0,0.0,18303.23,18303.23,N/A,0,
2023-04,Sale,S-202304-00308,2023-04-01,C002,West India Distributors Mumbai,27CUST0307Z5,58175.16,0.0,0.0,10471.53,10471.53,N/A,0,
2023-04,Sale,S-202304-00309,2023-04-01,C003,FreshMart Vadodara,24CUST0308Z5,93078.84,8377.1,8377.1,0.0,16754.2,N/A,0,
2023-04,Sale,S-202304-00310,2023-04-01,C003,FreshMart Vadodara,24CUST0309Z5,44742.72,4026.84,4026.84,0.0,8053.68,N/A,0,
2023-04,Sale,S-202304-00311,2023-04-01,C003,FreshMart Vadodara,24CUST0310Z5,40539.75,3648.58,3648.58,0.0,7297.16,N/A,0,
2023-04,Sale,S-202304-00312,2023-04-01,C003,FreshMart Vadodara,24CUST0311Z5,26032.27,2342.9,2342.9,0.0,4685.8,N/A,0,
2023-04,Sale,S-202304-00313,2023-04-01,C004,Pune Retail Mart,27CUST0312Z5,104264.28,0.0,0.0,18767.57,18767.57,N/A,0,
2023-04,Sale,S-202304-00314,2023-04-01,C004,Pune Retail Mart,27CUST0313Z5,36607.68,0.0,0.0,6589.38,6589.38,N/A,0,
2023-04,Sale,S-202304-00315,2023-04-01,C004,Pune Retail Mart,27CUST0314Z5,40253.25,0.0,0.0,7245.59,7245.59,N/A,0,
2023-04,Sale,S-202304-00316,2023-04-01,C004,Pune Retail Mart,27CUST0315Z5,24361.75,0.0,0.0,4385.11,4385.11,N/A,0,
2023-04,Sale,S-202304-00319,2023-04-01,C007,Industrial Chemicals Pvt Ltd,24CUST0318Z5,135582.72,12202.44,12202.44,0.0,24404.88,N/A,0,
2023-04,Sale,S-202304-00320,2023-04-01,C008,Rajkot Agro Feed Traders,24CUST0319Z5,89496.9,8054.72,8054.72,0.0,16109.44,N/A,0,
2023-05,Sale,S-202305-00321,2023-05-01,C001,Shree Traders Ahmedabad,24CUST0320Z5,194325.8,17489.32,17489.32,0.0,34978.64,N/A,0,
2023-05,Sale,S-202305-00322,2023-05-01,C001,Shree Traders Ahmedabad,24CUST0321Z5,76350.8,6871.57,6871.57,0.0,13743.14,N/A,0,
2023-05,Sale,S-202305-00323,2023-05-01,C001,Shree Traders Ahmedabad,24CUST0322Z5,75621.7,6805.95,6805.95,0.0,13611.9,N/A,0,
2023-05,Sale,S-202305-00324,2023-05-01,C001,Shree Traders Ahmedabad,24CUST0323Z5,42810.76,3852.97,3852.97,0.0,7705.94,N/A,0,
2023-05,Sale,S-202305-00325,2023-05-01,C002,West India Distributors Mumbai,27CUST0324Z5,226214.38,0.0,0.0,40718.59,40718.59,N/A,0,
2023-05,Sale,S-202305-00326,2023-05-01,C002,West India Distributors Mumbai,27CUST0325Z5,92778.0,0.0,0.0,16700.04,16700.04,N/A,0,
2023-05,Sale,S-202305-00327,2023-05-01,C002,West India Distributors Mumbai,27CUST0326Z5,103253.0,0.0,0.0,18585.54,18585.54,N/A,0,
2023-05,Sale,S-202305-00328,2023-05-01,C002,West India Distributors Mumbai,27CUST0327Z5,53729.46,0.0,0.0,9671.3,9671.3,N/A,0,
2023-05,Sale,S-202305-00329,2023-05-01,C003,FreshMart Vadodara,24CUST0328Z5,100269.48,9024.25,9024.25,0.0,18048.5,N/A,0,
2023-05,Sale,S-202305-00330,2023-05-01,C003,FreshMart Vadodara,24CUST0329Z5,41692.08,3752.29,3752.29,0.0,7504.58,N/A,0,
2023-05,Sale,S-202305-00331,2023-05-01,C003,FreshMart Vadodara,24CUST0330Z5,48561.75,4370.56,4370.56,0.0,8741.12,N/A,0,
2023-05,Sale,S-202305-00332,2023-05-01,C003,FreshMart Vadodara,24CUST0331Z5,25336.22,2280.26,2280.26,0.0,4560.52,N/A,0,
2023-05,Sale,S-202305-00333,2023-05-01,C004,Pune Retail Mart,27CUST0332Z5,85488.72,0.0,0.0,15387.97,15387.97,N/A,0,
2023-05,Sale,S-202305-00334,2023-05-01,C004,Pune Retail Mart,27CUST0333Z5,38471.96,0.0,0.0,6924.95,6924.95,N/A,0,
2023-05,Sale,S-202305-00335,2023-05-01,C004,Pune Retail Mart,27CUST0334Z5,42258.75,0.0,0.0,7606.57,7606.57,N/A,0,
2023-05,Sale,S-202305-00336,2023-05-01,C004,Pune Retail Mart,27CUST0335Z5,27145.95,0.0,0.0,4886.27,4886.27,N/A,0,
2023-05,Sale,S-202305-00339,2023-05-01,C007,Industrial Chemicals Pvt Ltd,24CUST0338Z5,116213.76,10459.24,10459.24,0.0,20918.48,N/A,0,
2023-05,Sale,S-202305-00340,2023-05-01,C008,Rajkot Agro Feed Traders,24CUST0339Z5,87839.55,7905.56,7905.56,0.0,15811.12,N/A,0,
2023-06,Sale,S-202306-00341,2023-06-01,C001,Shree Traders Ahmedabad,24CUST0340Z5,191195.72,17207.61,17207.61,0.0,34415.22,N/A,0,
2023-06,Sale,S-202306-00342,2023-06-01,C001,Shree Traders Ahmedabad,24CUST0341Z5,88135.38,7932.18,7932.18,0.0,15864.36,N/A,0,
2023-06,Sale,S-202306-00343,2023-06-01,C001,Shree Traders Ahmedabad,24CUST0342Z5,69869.4,6288.25,6288.25,0.0,12576.5,N/A,0,
2023-06,Sale,S-202306-00344,2023-06-01,C001,Shree Traders Ahmedabad,24CUST0343Z5,41174.68,3705.72,3705.72,0.0,7411.44,N/A,0,
2023-06,Sale,S-202306-00345,2023-06-01,C002,West India Distributors Mumbai,27CUST0344Z5,221476.27,0.0,0.0,39865.73,39865.73,N/A,0,
2023-06,Sale,S-202306-00346,2023-06-01,C002,West India Distributors Mumbai,27CUST0345Z5,88912.25,0.0,0.0,16004.2,16004.2,N/A,0,
2023-06,Sale,S-202306-00347,2023-06-01,C002,West India Distributors Mumbai,27CUST0346Z5,106128.4,0.0,0.0,19103.11,19103.11,N/A,0,
2023-06,Sale,S-202306-00348,2023-06-01,C002,West India Distributors Mumbai,27CUST0347Z5,52332.24,0.0,0.0,9419.8,9419.8,N/A,0,
2023-06,Sale,S-202306-00349,2023-06-01,C003,FreshMart Vadodara,24CUST0348Z5,93877.8,8449.0,8449.0,0.0,16898.0,N/A,0,
2023-06,Sale,S-202306-00350,2023-06-01,C003,FreshMart Vadodara,24CUST0349Z5,39149.88,3523.49,3523.49,0.0,7046.98,N/A,0,
2023-06,Sale,S-202306-00351,2023-06-01,C003,FreshMart Vadodara,24CUST0350Z5,47272.5,4254.52,4254.52,0.0,8509.04,N/A,0,
2023-06,Sale,S-202306-00352,2023-06-01,C003,FreshMart Vadodara,24CUST0351Z5,23804.91,2142.44,2142.44,0.0,4284.88,N/A,0,
2023-06,Sale,S-202306-00353,2023-06-01,C004,Pune Retail Mart,27CUST0352Z5,100668.96,0.0,0.0,18120.41,18120.41,N/A,0,
2023-06,Sale,S-202306-00354,2023-06-01,C004,Pune Retail Mart,27CUST0353Z5,45929.08,0.0,0.0,8267.23,8267.23,N/A,0,
2023-06,Sale,S-202306-00355,2023-06-01,C004,Pune Retail Mart,27CUST0354Z5,36099.0,0.0,0.0,6497.82,6497.82,N/A,0,
2023-06,Sale,S-202306-00356,2023-06-01,C004,Pune Retail Mart,27CUST0355Z5,26310.69,0.0,0.0,4735.92,4735.92,N/A,0,
2023-06,Sale,S-202306-00359,2023-06-01,C007,Industrial Chemicals Pvt Ltd,24CUST0358Z5,130740.48,11766.64,11766.64,0.0,23533.28,N/A,0,
2023-06,Sale,S-202306-00360,2023-06-01,C008,Rajkot Agro Feed Traders,24CUST0359Z5,83419.95,7507.8,7507.8,0.0,15015.6,N/A,0,
2023-07,Sale,S-202307-00361,2023-07-01,C001,Shree Traders Ahmedabad,24CUST0360Z5,162633.74,14637.04,14637.04,0.0,29274.08,N/A,0,
2023-07,Sale,S-202307-00362,2023-07-01,C001,Shree Traders Ahmedabad,24CUST0361Z5,73861.1,6647.5,6647.5,0.0,13295.0,N/A,0,
2023-07,Sale,S-202307-00363,2023-07-01,C001,Shree Traders Ahmedabad,24CUST0362Z5,75481.4,6793.33,6793.33,0.0,13586.66,N/A,0,
2023-07,Sale,S-202307-00364,2023-07-01,C001,Shree Traders Ahmedabad,24CUST0363Z5,39674.94,3570.74,3570.74,0.0,7141.48,N/A,0,
2023-07,Sale,S-202307-00365,2023-07-01,C002,West India Distributors Mumbai,27CUST0364Z5,192804.63,0.0,0.0,34704.83,34704.83,N/A,0,
2023-07,Sale,S-202307-00366,2023-07-01,C002,West India Distributors Mumbai,27CUST0365Z5,85819.65,0.0,0.0,15447.54,15447.54,N/A,0,
2023-07,Sale,S-202307-00367,2023-07-01,C002,West India Distributors Mumbai,27CUST0366Z5,93319.8,0.0,0.0,16797.56,16797.56,N/A,0,
2023-07,Sale,S-202307-00368,2023-07-01,C002,West India Distributors Mumbai,27CUST0367Z5,54872.64,0.0,0.0,9877.08,9877.08,N/A,0,
2023-07,Sale,S-202307-00369,2023-07-01,C003,FreshMart Vadodara,24CUST0368Z5,88950.88,8005.58,8005.58,0.0,16011.16,N/A,0,
2023-07,Sale,S-202307-00370,2023-07-01,C003,FreshMart Vadodara,24CUST0369Z5,38471.96,3462.48,3462.48,0.0,6924.96,N/A,0,
2023-07,Sale,S-202307-00371,2023-07-01,C003,FreshMart Vadodara,24CUST0370Z5,39107.25,3519.65,3519.65,0.0,7039.3,N/A,0,
2023-07,Sale,S-202307-00372,2023-07-01,C003,FreshMart Vadodara,24CUST0371Z5,21159.92,1904.39,1904.39,0.0,3808.78,N/A,0,
2023-07,Sale,S-202307-00373,2023-07-01,C004,Pune Retail Mart,27CUST0372Z5,83624.48,0.0,0.0,15052.41,15052.41,N/A,0,
2023-07,Sale,S-202307-00374,2023-07-01,C004,Pune Retail Mart,27CUST0373Z5,34743.4,0.0,0.0,6253.81,6253.81,N/A,0,
2023-07,Sale,S-202307-00375,2023-07-01,C004,Pune Retail Mart,27CUST0374Z5,38104.5,0.0,0.0,6858.81,6858.81,N/A,0,
2023-07,Sale,S-202307-00376,2023-07-01,C004,Pune Retail Mart,27CUST0375Z5,20046.24,0.0,0.0,3608.32,3608.32,N/A,0,
2023-07,Sale,S-202307-00379,2023-07-01,C007,Industrial Chemicals Pvt Ltd,24CUST0378Z5,135582.72,12202.44,12202.44,0.0,24404.88,N/A,0,
2023-07,Sale,S-202307-00380,2023-07-01,C008,Rajkot Agro Feed Traders,24CUST0379Z5,80657.7,7259.19,7259.19,0.0,14518.38,N/A,0,
2023-08,Sale,S-202308-00381,2023-08-01,C001,Shree Traders Ahmedabad,24CUST0380Z5,168893.9,15200.45,15200.45,0.0,30400.9,N/A,0,
2023-08,Sale,S-202308-00382,2023-08-01,C001,Shree Traders Ahmedabad,24CUST0381Z5,65894.06,5930.47,5930.47,0.0,11860.94,N/A,0,
2023-08,Sale,S-202308-00383,2023-08-01,C001,Shree Traders Ahmedabad,24CUST0382Z5,80111.3,7210.02,7210.02,0.0,14420.04,N/A,0,
2023-08,Sale,S-202308-00384,2023-08-01,C001,Shree Traders Ahmedabad,24CUST0383Z5,41311.02,3717.99,3717.99,0.0,7435.98,N/A,0,
