InvoiceID,Customer,Amount_INR,DaysOverdue,Status
INV-11464,Rajasthan Traders,28930,10,Pending
INV-11465,Rajasthan Traders,78960,30,Pending
INV-11466,Gujarat Supermarkets,26793,1,Pending
INV-11467,Delhi Mega Stores,15047,84,Pending
INV-11468,Delhi Mega Stores,35708,25,Pending
INV-11469,Punjab Distributors,35747,118,Pending
INV-11470,Mumbai Fresh Mart,71288,10,Pending
INV-11471,Gujarat Supermarkets,93291,62,Pending
INV-11472,Rajasthan Traders,25479,24,Pending
INV-11473,Delhi Mega Stores,66698,43,Pending
INV-11474,Punjab Distributors,85844,100,Pending
INV-11475,Delhi Mega Stores,56588,100,Pending
INV-11476,Mumbai Fresh Mart,81024,10,Pending
INV-11477,Delhi Mega Stores,268590,-8,Paid
INV-11478,Mumbai Fresh Mart,56018,77,Pending
INV-11479,Punjab Distributors,92458,37,Pending
INV-11480,Gujarat Supermarkets,83348,117,Pending
INV-11481,Gujarat Supermarkets,75104,63,Pending
INV-11482,Punjab Distributors,98000,66,Pending
INV-11483,Rajasthan Traders,68286,40,Pending
INV-11484,Punjab Distributors,401687,-6,Paid
INV-11485,Delhi Mega Stores,61974,98,Pending
INV-11486,Punjab Distributors,75373,16,Pending
INV-11487,Gujarat Supermarkets,60129,33,Pending
INV-11488,Rajasthan Traders,48639,103,Pending
INV-11489,Mumbai Fresh Mart,40070,102,Pending
INV-11490,Punjab Distributors,12137,19,Pending
INV-11491,Gujarat Supermarkets,73612,72,Pending
INV-11492,Rajasthan Traders,32686,1,Pending
INV-11493,Gujarat Supermarkets,57206,76,Pending
INV-11494,Rajasthan Traders,69665,102,Pending
INV-11495,Punjab Distributors,94279,8,Pending
INV-11496,Delhi Mega Stores,96817,1,Pending
INV-11497,Rajasthan Traders,81581,5,Pending
INV-11498,Gujarat Supermarkets,23826,104,Pending
INV-11499,Punjab Distributors,85801,115,Pending
INV-11500,Rajasthan Traders,69069,64,Pending
INV-11501,Rajasthan Traders,89417,7,Pending
INV-11502,Rajasthan Traders,89996,105,Pending
INV-11503,Rajasthan Traders,87947,27,Pending
INV-11504,Punjab Distributors,79446,10,Pending
INV-11505,Gujarat Supermarkets,16269,75,Pending
INV-11506,Rajasthan Traders,17371,110,Pending
INV-11507,Rajasthan Traders,75863,16,Pending
INV-11508,Delhi Mega Stores,57758,92,Pending
INV-11509,Punjab Distributors,29574,118,Pending
INV-11510,Punjab Distributors,56160,101,Pending
INV-11511,Delhi Mega Stores,12364,111,Pending
INV-11512,Delhi Mega Stores,353109,-5,Paid
INV-11513,Rajasthan Traders,77257,109,Pending
INV-11514,Gujarat Supermarkets,70578,44,Pending
INV-11515,Punjab Distributors,12913,97,Pending
INV-11516,Mumbai Fresh Mart,90089,-3,Paid
INV-11517,Gujarat Supermarkets,49207,108,Pending
INV-11518,Mumbai Fresh Mart,71993,74,Pending
INV-11519,Gujarat Supermarkets,30345,-2,Paid
INV-11520,Rajasthan Traders,335795,-10,Paid
INV-11521,Rajasthan Traders,16526,116,Pending
INV-11522,Delhi Mega Stores,86840,82,Pending
INV-11523,Gujarat Supermarkets,87422,92,Pending
INV-11524,Punjab Distributors,43991,17,Pending
INV-11525,Rajasthan Traders,43212,18,Pending
INV-11526,Delhi Mega Stores,395492,0,Paid
INV-11527,Delhi Mega Stores,43803,-3,Paid
INV-11528,Mumbai Fresh Mart,75937,62,Pending
INV-11529,Rajasthan Traders,80143,20,Pending
INV-11530,Gujarat Supermarkets,51902,-1,Paid
INV-11531,Punjab Distributors,70939,93,Pending
INV-11532,Delhi Mega Stores,60121,73,Pending
INV-11533,Gujarat Supermarkets,98422,41,Pending
INV-11534,Delhi Mega Stores,71890,62,Pending
INV-11535,Gujarat Supermarkets,79582,82,Pending
INV-11536,Punjab Distributors,54433,13,Pending
INV-11537,Delhi Mega Stores,49444,109,Pending
INV-11538,Delhi Mega Stores,36726,11,Pending
INV-11539,Gujarat Supermarkets,18699,79,Pending
INV-11540,Rajasthan Traders,54826,16,Pending
INV-11541,Delhi Mega Stores,62060,25,Pending
INV-11542,Rajasthan Traders,69834,99,Pending
INV-11543,Delhi Mega Stores,61870,58,Pending
INV-11544,Punjab Distributors,80934,88,Pending
INV-11545,Delhi Mega Stores,80213,48,Pending
INV-11546,Mumbai Fresh Mart,17560,112,Pending
INV-11547,Rajasthan Traders,59035,8,Pending
INV-11548,Delhi Mega Stores,16663,101,Pending
INV-11549,Punjab Distributors,42127,44,Pending
INV-11550,Gujarat Supermarkets,15411,26,Pending
INV-11551,Punjab Distributors,24547,108,Pending
INV-11552,Punjab Distributors,71853,22,Pending
INV-11553,Punjab Distributors,31125,95,Pending
INV-11554,Punjab Distributors,61886,102,Pending
INV-11555,Delhi Mega Stores,19970,89,Pending
INV-11556,Rajasthan Traders,39477,92,Pending
INV-11557,Rajasthan Traders,43673,29,Pending
INV-11558,Gujarat Supermarkets,36826,109,Pending
INV-11559,Rajasthan Traders,88795,4,Pending
INV-11560,Gujarat Supermarkets,38283,11,Pending
INV-11561,Gujarat Supermarkets,50790,80,Pending
INV-11562,Delhi Mega Stores,60010,67,Pending
INV-11563,Punjab Distributors,378728,-6,Paid
INV-11564,Punjab Distributors,33018,103,Pending
INV-11565,Mumbai Fresh Mart,47429,17,Pending
INV-11566,Mumbai Fresh Mart,73514,36,Pending
INV-11567,Mumbai Fresh Mart,46563,88,Pending
INV-11568,Gujarat Supermarkets,59228,108,Pending
INV-11569,Gujarat Supermarkets,16457,83,Pending
INV-11570,Gujarat Supermarkets,35421,45,Pending
INV-11571,Rajasthan Traders,50582,95,Pending
INV-11572,Mumbai Fresh Mart,54247,99,Pending
INV-11573,Gujarat Supermarkets,17422,108,Pending
INV-11574,Rajasthan Traders,70338,120,Pending
INV-11575,Delhi Mega Stores,80621,3,Pending
INV-11576,Mumbai Fresh Mart,276094,-2,Paid
INV-11577,Punjab Distributors,71634,36,Pending
INV-11578,Mumbai Fresh Mart,41686,100,Pending
INV-11579,Delhi Mega Stores,75892,25,Pending
INV-11580,Gujarat Supermarkets,85397,57,Pending
INV-11581,Gujarat Supermarkets,36432,87,Pending
INV-11582,Delhi Mega Stores,318357,-3,Paid
INV-11583,Delhi Mega Stores,52569,33,Pending
INV-11584,Mumbai Fresh Mart,57137,115,Pending
INV-11585,Delhi Mega Stores,22561,104,Pending
INV-11586,Delhi Mega Stores,15121,21,Pending
INV-11587,Rajasthan Traders,12065,7,Pending
INV-11588,Punjab Distributors,27176,119,Pending
INV-11589,Mumbai Fresh Mart,25442,104,Pending
INV-11590,Gujarat Supermarkets,51042,91,Pending
INV-11591,Punjab Distributors,302675,-5,Paid
INV-11592,Punjab Distributors,14686,53,Pending
INV-11593,Punjab Distributors,30384,54,Pending
INV-11594,Rajasthan Traders,83679,68,Pending
INV-11595,Mumbai Fresh Mart,70877,42,Pending
INV-11596,Delhi Mega Stores,76409,95,Pending
INV-11597,Delhi Mega Stores,72473,13,Pending
INV-11598,Delhi Mega Stores,36092,76,Pending
INV-11599,Mumbai Fresh Mart,92012,83,Pending
INV-11600,Punjab Distributors,44867,73,Pending
INV-11601,Gujarat Supermarkets,41306,87,Pending
INV-11602,Mumbai Fresh Mart,277909,-10,Paid
INV-11603,Punjab Distributors,80982,23,Pending
INV-11604,Mumbai Fresh Mart,18373,69,Pending
INV-11605,Gujarat Supermarkets,89582,116,Pending
INV-11606,Mumbai Fresh Mart,47108,12,Pending
INV-11607,Gujarat Supermarkets,66387,26,Pending
INV-11608,Rajasthan Traders,17280,68,Pending
INV-11609,Mumbai Fresh Mart,28972,1,Pending
INV-11610,Rajasthan Traders,78827,89,Pending
INV-11611,Rajasthan Traders,38371,119,Pending
INV-11612,Gujarat Supermarkets,29645,10,Pending
INV-11613,Mumbai Fresh Mart,43401,18,Pending
INV-11614,Punjab Distributors,10847,35,Pending
INV-11615,Gujarat Supermarkets,76645,88,Pending
INV-11616,Rajasthan Traders,24481,-9,Paid
INV-11617,Punjab Distributors,81858,57,Pending
INV-11618,Rajasthan Traders,68931,117,Pending
INV-11619,Rajasthan Traders,24860,75,Pending
INV-11620,Mumbai Fresh Mart,364771,-1,Paid
INV-11621,Mumbai Fresh Mart,65941,71,Pending
INV-11622,Gujarat Supermarkets,31021,-1,Paid
INV-11623,Rajasthan Traders,78684,32,Pending
INV-11624,Punjab Distributors,18980,4,Pending
INV-11625,Gujarat Supermarkets,80288,32,Pending
INV-11626,Mumbai Fresh Mart,46455,56,Pending
INV-11627,Mumbai Fresh Mart,85322,-1,Paid
INV-11628,Delhi Mega Stores,71167,67,Pending
INV-11629,Mumbai Fresh Mart,38631,43,Pending
INV-11630,Punjab Distributors,90638,104,Pending
INV-11631,Rajasthan Traders,55859,19,Pending
INV-11632,Mumbai Fresh Mart,89510,61,Pending
INV-11633,Delhi Mega Stores,44864,36,Pending
INV-11634,Gujarat Supermarkets,86603,102,Pending
INV-11635,Delhi Mega Stores,48043,94,Pending
INV-11636,Rajasthan Traders,31590,44,Pending
INV-11637,Mumbai Fresh Mart,53743,109,Pending
INV-11638,Gujarat Supermarkets,43588,72,Pending
INV-11639,Mumbai Fresh Mart,28825,50,Pending
INV-11640,Gujarat Supermarkets,75869,37,Pending
INV-11641,Rajasthan Traders,89253,39,Pending
INV-11642,Punjab Distributors,10096,14,Pending
INV-11643,Delhi Mega Stores,67027,27,Pending
INV-11644,Gujarat Supermarkets,19331,30,Pending
INV-11645,Delhi Mega Stores,143176,-10,Paid
INV-11646,Rajasthan Traders,97731,12,Pending
INV-11647,Rajasthan Traders,62005,24,Pending
INV-11648,Gujarat Supermarkets,83800,110,Pending
INV-11649,Rajasthan Traders,39246,12,Pending
INV-11650,Gujarat Supermarkets,34751,29,Pending
INV-11651,Mumbai Fresh Mart,90939,74,Pending
INV-11652,Mumbai Fresh Mart,54729,74,Pending
INV-11653,Delhi Mega Stores,14701,32,Pending
INV-11654,Rajasthan Traders,30454,116,Pending
INV-11655,Mumbai Fresh Mart,40141,31,Pending
INV-11656,Delhi Mega Stores,71646,93,Pending
INV-11657,Mumbai Fresh Mart,29367,90,Pending
INV-11658,Delhi Mega Stores,13999,69,Pending
INV-11659,Mumbai Fresh Mart,392937,-3,Paid
INV-11660,Punjab Distributors,53002,99,Pending
INV-11661,Rajasthan Traders,12777,73,Pending
INV-11662,Rajasthan Traders,27568,86,Pending
INV-11663,Punjab Distributors,82251,6,Pending
INV-11664,Delhi Mega Stores,68947,64,Pending
INV-11665,Mumbai Fresh Mart,14211,1,Pending
INV-11666,Mumbai Fresh Mart,139352,-4,Paid
INV-11667,Gujarat Supermarkets,58267,40,Pending
INV-11668,Delhi Mega Stores,32346,16,Pending
INV-11669,Delhi Mega Stores,44407,92,Pending
INV-11670,Delhi Mega Stores,49392,30,Pending
INV-11671,Gujarat Supermarkets,86441,64,Pending
INV-11672,Gujarat Supermarkets,31775,71,Pending
INV-11673,Delhi Mega Stores,13836,106,Pending
INV-11674,Rajasthan Traders,83839,107,Pending
INV-11675,Gujarat Supermarkets,37008,37,Pending
INV-11676,Delhi Mega Stores,36154,28,Pending
INV-11677,Punjab Distributors,11423,28,Pending
INV-11678,Mumbai Fresh Mart,88511,29,Pending
INV-11679,Gujarat Supermarkets,33032,20,Pending
INV-11680,Gujarat Supermarkets,62061,61,Pending
INV-11681,Gujarat Supermarkets,98284,9,Pending
INV-11682,Rajasthan Traders,60008,81,Pending
INV-11683,Delhi Mega Stores,67036,98,Pending
INV-11684,Delhi Mega Stores,92098,62,Pending
INV-11685,Gujarat Supermarkets,49637,53,Pending
INV-11686,Rajasthan Traders,207317,-5,Paid
INV-11687,Rajasthan Traders,42588,85,Pending
INV-11688,Rajasthan Traders,66938,100,Pending
INV-11689,Gujarat Supermarkets,54556,67,Pending
INV-11690,Rajasthan Traders,80107,11,Pending
INV-11691,Gujarat Supermarkets,42911,112,Pending
INV-11692,Punjab Distributors,20028,57,Pending
INV-11693,Mumbai Fresh Mart,44927,72,Pending
INV-11694,Mumbai Fresh Mart,136365,-9,Paid
INV-11695,Gujarat Supermarkets,74958,109,Pending
INV-11696,Mumbai Fresh Mart,44758,95,Pending
INV-11697,Punjab Distributors,89466,34,Pending
INV-11698,Delhi Mega Stores,61032,99,Pending
INV-11699,Punjab Distributors,92909,14,Pending
INV-11700,Mumbai Fresh Mart,18588,15,Pending
INV-11701,Mumbai Fresh Mart,40979,41,Pending
INV-11702,Mumbai Fresh Mart,45626,119,Pending
INV-11703,Mumbai Fresh Mart,383981,0,Paid
INV-11704,Punjab Distributors,32567,108,Pending
INV-11705,Delhi Mega Stores,52316,91,Pending
INV-11706,Gujarat Supermarkets,95454,19,Pending
INV-11707,Punjab Distributors,50324,114,Pending
INV-11708,Delhi Mega Stores,63561,45,Pending
INV-11709,Delhi Mega Stores,98806,12,Pending
INV-11710,Gujarat Supermarkets,30141,55,Pending
INV-11711,Mumbai Fresh Mart,66941,117,Pending
INV-11712,Delhi Mega Stores,53570,117,Pending
INV-11713,Gujarat Supermarkets,35898,40,Pending
INV-11714,Punjab Distributors,18474,90,Pending
INV-11715,Gujarat Supermarkets,34472,55,Pending
INV-11716,Gujarat Supermarkets,16768,61,Pending
INV-11717,Rajasthan Traders,436319,-7,Paid
INV-11718,Delhi Mega Stores,20155,91,Pending
INV-11719,Punjab Distributors,28872,63,Pending
INV-11720,Rajasthan Traders,43184,24,Pending
INV-11721,Punjab Distributors,32208,110,Pending
INV-11722,Rajasthan Traders,27651,82,Pending
INV-11723,Rajasthan Traders,79859,99,Pending
INV-11724,Punjab Distributors,81196,92,Pending
INV-11725,Mumbai Fresh Mart,39918,43,Pending
INV-11726,Gujarat Supermarkets,23860,101,Pending
INV-11727,Rajasthan Traders,11139,39,Pending
INV-11728,Punjab Distributors,57344,15,Pending
INV-11729,Rajasthan Traders,69034,84,Pending
INV-11730,Gujarat Supermarkets,429740,-2,Paid
INV-11731,Rajasthan Traders,88521,71,Pending
INV-11732,Gujarat Supermarkets,31109,35,Pending
INV-11733,Rajasthan Traders,88941,93,Pending
INV-11734,Gujarat Supermarkets,73730,58,Pending
INV-11735,Gujarat Supermarkets,25241,98,Pending
INV-11736,Gujarat Supermarkets,35638,80,Pending
INV-11737,Gujarat Supermarkets,419756,-2,Paid
INV-11738,Delhi Mega Stores,69718,41,Pending
INV-11739,Delhi Mega Stores,40651,37,Pending
INV-11740,Punjab Distributors,457016,-4,Paid
INV-11741,Delhi Mega Stores,97285,51,Pending
INV-11742,Delhi Mega Stores,38698,38,Pending
INV-11743,Delhi Mega Stores,10589,24,Pending
INV-11744,Mumbai Fresh Mart,76886,37,Pending
INV-11745,Punjab Distributors,22295,1,Pending
INV-11746,Rajasthan Traders,81637,18,Pending
INV-11747,Delhi Mega Stores,41987,44,Pending
INV-11748,Delhi Mega Stores,54926,56,Pending
INV-11749,Punjab Distributors,19954,74,Pending
INV-11750,Gujarat Supermarkets,95118,75,Pending
INV-11751,Delhi Mega Stores,86504,34,Pending
INV-11752,Mumbai Fresh Mart,93408,19,Pending
INV-11753,Mumbai Fresh Mart,51721,4,Pending
INV-11754,Mumbai Fresh Mart,23848,63,Pending
INV-11755,Gujarat Supermarkets,85919,44,Pending
INV-11756,Delhi Mega Stores,59310,10,Pending
INV-11757,Mumbai Fresh Mart,87723,55,Pending
INV-11758,Punjab Distributors,67450,113,Pending
INV-11759,Rajasthan Traders,22224,112,Pending
INV-11760,Rajasthan Traders,85762,25,Pending
INV-11761,Rajasthan Traders,71752,26,Pending
INV-11762,Rajasthan Traders,70229,63,Pending
INV-11763,Gujarat Supermarkets,66397,111,Pending
INV-11764,Mumbai Fresh Mart,99264,38,Pending
INV-11765,Rajasthan Traders,74448,47,Pending
INV-11766,Delhi Mega Stores,26235,7,Pending
INV-11767,Rajasthan Traders,20941,14,Pending
INV-11768,Delhi Mega Stores,55790,86,Pending
INV-11769,Mumbai Fresh Mart,84530,62,Pending
INV-11770,Mumbai Fresh Mart,14007,21,Pending
INV-11771,Gujarat Supermarkets,99368,24,Pending
INV-11772,Gujarat Supermarkets,57122,62,Pending
INV-11773,Mumbai Fresh Mart,59697,16,Pending
INV-11774,Mumbai Fresh Mart,12261,28,Pending
INV-11775,Gujarat Supermarkets,49199,39,Pending
INV-11776,Gujarat Supermarkets,11325,1,Pending
INV-11777,Punjab Distributors,26916,97,Pending
INV-11778,Mumbai Fresh Mart,49317,113,Pending
INV-11779,Mumbai Fresh Mart,32729,23,Pending
INV-11780,Delhi Mega Stores,25787,94,Pending
INV-11781,Delhi Mega Stores,30754,50,Pending
INV-11782,Delhi Mega Stores,57644,93,Pending
INV-11783,Mumbai Fresh Mart,31307,69,Pending
INV-11784,Mumbai Fresh Mart,80049,71,Pending
INV-11785,Gujarat Supermarkets,35716,37,Pending
INV-11786,Mumbai Fresh Mart,48977,9,Pending
INV-11787,Mumbai Fresh Mart,46462,87,Pending
INV-11788,Gujarat Supermarkets,39863,58,Pending
INV-11789,Mumbai Fresh Mart,64165,49,Pending
INV-11790,Mumbai Fresh Mart,43443,40,Pending
INV-11791,Delhi Mega Stores,45859,31,Pending
INV-11792,Mumbai Fresh Mart,95344,9,Pending
INV-11793,Rajasthan Traders,22463,112,Pending
INV-11794,Gujarat Supermarkets,18423,65,Pending
INV-11795,Rajasthan Traders,18191,11,Pending
INV-11796,Rajasthan Traders,152110,-7,Paid
INV-11797,Mumbai Fresh Mart,12437,109,Pending
INV-11798,Delhi Mega Stores,91459,12,Pending
INV-11799,Punjab Distributors,52033,108,Pending
INV-11800,Rajasthan Traders,34456,96,Pending
INV-11801,Gujarat Supermarkets,50210,21,Pending
INV-11802,Rajasthan Traders,26725,74,Pending
INV-11803,Rajasthan Traders,60158,116,Pending
INV-11804,Gujarat Supermarkets,84567,13,Pending
INV-11805,Delhi Mega Stores,52427,10,Pending
INV-11806,Delhi Mega Stores,31356,52,Pending
INV-11807,Punjab Distributors,56786,92,Pending
INV-11808,Punjab Distributors,82007,29,Pending
INV-11809,Mumbai Fresh Mart,46493,76,Pending
INV-11810,Gujarat Supermarkets,52615,31,Pending
INV-11811,Punjab Distributors,56722,21,Pending
INV-11812,Mumbai Fresh Mart,70192,44,Pending
INV-11813,Rajasthan Traders,59685,23,Pending
INV-11814,Punjab Distributors,77884,55,Pending
INV-11815,Mumbai Fresh Mart,19760,50,Pending
INV-11816,Delhi Mega Stores,92518,88,Pending
INV-11817,Punjab Distributors,61427,68,Pending
INV-11818,Delhi Mega Stores,38753,39,Pending
INV-11819,Rajasthan Traders,98699,112,Pending
INV-11820,Rajasthan Traders,90771,89,Pending
INV-11821,Punjab Distributors,46851,60,Pending
INV-11822,Rajasthan Traders,71748,77,Pending
INV-11823,Mumbai Fresh Mart,32950,95,Pending
INV-11824,Rajasthan Traders,94705,26,Pending
INV-11825,Delhi Mega Stores,97422,15,Pending
INV-11826,Punjab Distributors,38253,46,Pending
INV-11827,Punjab Distributors,50023,115,Pending
INV-11828,Gujarat Supermarkets,94323,81,Pending
INV-11829,Delhi Mega Stores,43963,25,Pending
INV-11830,Gujarat Supermarkets,93612,46,Pending
INV-11831,Delhi Mega Stores,81560,60,Pending
INV-11832,Mumbai Fresh Mart,71565,45,Pending
INV-11833,Delhi Mega Stores,27386,12,Pending
INV-11834,Gujarat Supermarkets,92498,38,Pending
INV-11835,Delhi Mega Stores,43772,19,Pending
INV-11836,Mumbai Fresh Mart,93198,105,Pending
INV-11837,Gujarat Supermarkets,19925,72,Pending
INV-11838,Punjab Distributors,80240,84,Pending
INV-11839,Punjab Distributors,67512,39,Pending
INV-11840,Mumbai Fresh Mart,16695,112,Pending
INV-11841,Punjab Distributors,25556,114,Pending
INV-11842,Mumbai Fresh Mart,60650,88,Pending
INV-11843,Delhi Mega Stores,13490,50,Pending
INV-11844,Delhi Mega Stores,31627,27,Pending
INV-11845,Mumbai Fresh Mart,83735,96,Pending
INV-11846,Gujarat Supermarkets,13463,79,Pending
INV-11847,Punjab Distributors,62770,119,Pending
INV-11848,Gujarat Supermarkets,67721,110,Pending
INV-11849,Delhi Mega Stores,444252,-8,Paid
INV-11850,Rajasthan Traders,93386,8,Pending
INV-11851,Rajasthan Traders,35667,67,Pending
INV-11852,Delhi Mega Stores,17566,7,Pending
INV-11853,Delhi Mega Stores,70569,85,Pending
INV-11854,Delhi Mega Stores,73076,85,Pending
INV-11855,Punjab Distributors,47648,100,Pending
INV-11856,Gujarat Supermarkets,44346,81,Pending
INV-11857,Gujarat Supermarkets,58529,87,Pending
INV-11858,Delhi Mega Stores,45836,17,Pending
INV-11859,Rajasthan Traders,25885,113,Pending
INV-11860,Delhi Mega Stores,80771,2,Pending
INV-11861,Delhi Mega Stores,57710,75,Pending
INV-11862,Delhi Mega Stores,189166,-7,Paid
INV-11863,Gujarat Supermarkets,42668,57,Pending
INV-11864,Delhi Mega Stores,48798,59,Pending
INV-11865,Punjab Distributors,49565,119,Pending
INV-11866,Mumbai Fresh Mart,77554,111,Pending
INV-11867,Mumbai Fresh Mart,28407,40,Pending
INV-11868,Rajasthan Traders,78066,117,Pending
INV-11869,Mumbai Fresh Mart,80379,78,Pending
INV-11870,Rajasthan Traders,92830,23,Pending
INV-11871,Gujarat Supermarkets,56565,39,Pending
INV-11872,Mumbai Fresh Mart,32743,81,Pending
INV-11873,Punjab Distributors,11346,29,Pending
INV-11874,Gujarat Supermarkets,43690,8,Pending
INV-11875,Gujarat Supermarkets,62802,24,Pending
INV-11876,Gujarat Supermarkets,24771,108,Pending
INV-11877,Rajasthan Traders,437220,-6,Paid
INV-11878,Delhi Mega Stores,17499,88,Pending
INV-11879,Punjab Distributors,46238,83,Pending
INV-11880,Delhi Mega Stores,42305,119,Pending
INV-11881,Delhi Mega Stores,81466,20,Pending
INV-11882,Punjab Distributors,99059,14,Pending
INV-11883,Rajasthan Traders,90904,101,Pending
INV-11884,Mumbai Fresh Mart,62781,55,Pending
INV-11885,Delhi Mega Stores,75735,81,Pending
INV-11886,Delhi Mega Stores,89121,9,Pending
INV-11887,Gujarat Supermarkets,86570,89,Pending
INV-11888,Punjab Distributors,83617,71,Pending
INV-11889,Mumbai Fresh Mart,82203,118,Pending
INV-11890,Mumbai Fresh Mart,63163,66,Pending
INV-11891,Gujarat Supermarkets,91596,20,Pending
INV-11892,Gujarat Supermarkets,72639,38,Pending
INV-11893,Mumbai Fresh Mart,131351,-2,Paid
INV-11894,Rajasthan Traders,77657,82,Pending
INV-11895,Rajasthan Traders,61793,19,Pending
INV-11896,Rajasthan Traders,95469,111,Pending
INV-11897,Mumbai Fresh Mart,21589,46,Pending
INV-11898,Rajasthan Traders,31208,67,Pending
INV-11899,Rajasthan Traders,56868,68,Pending
INV-11900,Punjab Distributors,33862,41,Pending
INV-11901,Punjab Distributors,36869,73,Pending
INV-11902,Mumbai Fresh Mart,35855,50,Pending
INV-11903,Mumbai Fresh Mart,38278,39,Pending
INV-11904,Mumbai Fresh Mart,51113,91,Pending
INV-11905,Gujarat Supermarkets,59831,100,Pending
INV-11906,Gujarat Supermarkets,46530,60,Pending
INV-11907,Rajasthan Traders,59549,32,Pending
INV-11908,Delhi Mega Stores,322138,-2,Paid
INV-11909,Delhi Mega Stores,81720,79,Pending
INV-11910,Rajasthan Traders,96119,8,Pending
INV-11911,Gujarat Supermarkets,47316,40,Pending
INV-11912,Rajasthan Traders,42417,76,Pending
INV-11913,Mumbai Fresh Mart,85725,16,Pending
INV-11914,Rajasthan Traders,497854,-7,Paid
INV-11915,Rajasthan Traders,95169,3,Pending
INV-11916,Mumbai Fresh Mart,89101,67,Pending
INV-11917,Gujarat Supermarkets,334903,0,Paid
INV-11918,Punjab Distributors,67623,86,Pending
INV-11919,Punjab Distributors,386660,-8,Paid
INV-11920,Mumbai Fresh Mart,23844,48,Pending
INV-11921,Punjab Distributors,61160,34,Pending
INV-11922,Rajasthan Traders,50825,64,Pending
INV-11923,Rajasthan Traders,19284,75,Pending
INV-11924,Punjab Distributors,98837,64,Pending
INV-11925,Mumbai Fresh Mart,85716,68,Pending
INV-11926,Gujarat Supermarkets,21012,65,Pending
INV-11927,Delhi Mega Stores,16252,54,Pending
INV-11928,Gujarat Supermarkets,65391,22,Pending
INV-11929,Mumbai Fresh Mart,70677,79,Pending
INV-11930,Rajasthan Traders,64233,119,Pending
INV-11931,Mumbai Fresh Mart,88210,115,Pending
INV-11932,Mumbai Fresh Mart,23120,43,Pending
INV-11933,Delhi Mega Stores,49364,60,Pending
INV-11934,Rajasthan Traders,39507,6,Pending
INV-11935,Punjab Distributors,376025,-3,Paid
INV-11936,Mumbai Fresh Mart,346886,-3,Paid
INV-11937,Punjab Distributors,43230,117,Pending
INV-11938,Delhi Mega Stores,25491,28,Pending
INV-11939,Delhi Mega Stores,95925,29,Pending
INV-11940,Rajasthan Traders,42544,16,Pending
INV-11941,Mumbai Fresh Mart,85478,14,Pending
INV-11942,Mumbai Fresh Mart,55201,105,Pending
INV-11943,Mumbai Fresh Mart,99911,15,Pending
INV-11944,Delhi Mega Stores,88150,46,Pending
INV-11945,Punjab Distributors,26565,75,Pending
INV-11946,Gujarat Supermarkets,18521,10,Pending
INV-11947,Rajasthan Traders,72341,100,Pending
INV-11948,Gujarat Supermarkets,90416,58,Pending
INV-11949,Gujarat Supermarkets,92566,106,Pending
INV-11950,Delhi Mega Stores,23201,82,Pending
INV-11951,Mumbai Fresh Mart,62258,111,Pending
INV-11952,Mumbai Fresh Mart,66478,4,Pending
INV-11953,Gujarat Supermarkets,99114,64,Pending
INV-11954,Rajasthan Traders,29827,50,Pending
INV-11955,Punjab Distributors,72509,65,Pending
INV-11956,Rajasthan Traders,74015,1,Pending
INV-11957,Mumbai Fresh Mart,31797,29,Pending
INV-11958,Delhi Mega Stores,96686,-10,Paid
INV-11959,Punjab Distributors,88332,108,Pending
INV-11960,Rajasthan Traders,17673,100,Pending
INV-11961,Punjab Distributors,75173,77,Pending
INV-11962,Mumbai Fresh Mart,55112,-10,Paid
INV-11963,Punjab Distributors,36040,52,Pending
INV-11964,Rajasthan Traders,30383,106,Pending
INV-11965,Delhi Mega Stores,20203,75,Pending
INV-11966,Mumbai Fresh Mart,66350,55,Pending
INV-11967,Gujarat Supermarkets,19437,80,Pending
INV-11968,Delhi Mega Stores,73581,50,Pending
INV-11969,Rajasthan Traders,61588,57,Pending
INV-11970,Mumbai Fresh Mart,73404,93,Pending
INV-11971,Rajasthan Traders,42031,34,Pending
INV-11972,Delhi Mega Stores,75178,12,Pending
INV-11973,Delhi Mega Stores,45355,36,Pending
INV-11974,Gujarat Supermarkets,36396,119,Pending
INV-11975,Gujarat Supermarkets,40735,44,Pending
INV-11976,Gujarat Supermarkets,64936,110,Pending
INV-11977,Punjab Distributors,17968,94,Pending
INV-11978,Delhi Mega Stores,75881,105,Pending
INV-11979,Mumbai Fresh Mart,75033,118,Pending
INV-11980,Mumbai Fresh Mart,39573,31,Pending
INV-11981,Gujarat Supermarkets,29913,76,Pending
INV-11982,Mumbai Fresh Mart,52738,24,Pending
INV-11983,Mumbai Fresh Mart,145432,-2,Paid
INV-11984,Rajasthan Traders,41845,78,Pending
INV-11985,Rajasthan Traders,28376,70,Pending
INV-11986,Punjab Distributors,18547,38,Pending
INV-11987,Mumbai Fresh Mart,65140,3,Pending
INV-11988,Rajasthan Traders,72105,30,Pending
INV-11989,Gujarat Supermarkets,86484,74,Pending
INV-11990,Mumbai Fresh Mart,95955,42,Pending
INV-11991,Mumbai Fresh Mart,89547,99,Pending
INV-11992,Punjab Distributors,68531,94,Pending
INV-11993,Rajasthan Traders,29531,21,Pending
INV-11994,Punjab Distributors,43553,63,Pending
INV-11995,Delhi Mega Stores,366606,-1,Paid
INV-11996,Rajasthan Traders,10227,111,Pending
INV-11997,Punjab Distributors,59379,7,Pending
